attendance,day_night,temp,wind_speed,duration,away_errors,away_hits,home_errors,home_hits,total_runs,home_win
39595,1,61,2,4.383,2,6,0,6,3,1
39594,0,72,6,3.267,0,11,0,7,12,0
39583,0,68,6,4,1,12,0,9,13,0
39553,1,86,10,3.533,1,9,1,11,8,0
39553,0,86,6,2.917,0,4,1,6,3,1
39530,0,55,17,3.683,0,7,0,8,7,0
39512,0,62,14,2.95,2,7,1,12,7,1
39510,0,84,7,3.383,0,12,2,8,9,1
39500,1,39,14,3.033,0,5,1,9,5,1
39494,0,60,14,3.2,0,11,1,6,10,0
39493,0,75,18,2.8,1,10,0,14,12,1
39487,0,70,10,2.567,0,10,1,3,8,0
39420,0,76,3,3.35,0,6,1,10,5,1
39401,1,71,16,3.55,1,15,0,13,15,0
39373,0,86,3,3.35,0,14,1,7,14,0
39358,0,91,5,2.867,0,8,0,10,6,1
39271,1,93,7,2.867,0,12,1,5,9,0
39253,1,73,6,3.45,1,16,1,9,15,0
39252,0,78,15,3.65,0,11,0,16,20,1
39251,0,84,7,2.7,0,6,1,9,7,1
39251,1,61,2,3.083,0,7,0,9,10,0
39206,1,73,9,2.767,0,9,0,9,14,1
39203,0,80,0,3.417,1,9,0,11,12,0
39195,0,83,6,3.133,3,10,0,8,7,1
39146,0,81,7,3.667,1,12,0,9,13,0
39128,0,59,9,3.117,1,9,0,13,17,1
39113,0,81,7,2.5,0,7,0,5,8,0
39111,1,73,0,3.083,0,9,0,13,9,1
39100,0,80,7,3.467,0,12,2,15,18,0
39089,0,64,4,3.183,0,4,1,11,7,1
39077,1,50,14,3.317,0,8,0,10,7,0
39047,0,67,10,2.633,0,8,0,9,9,1
39028,1,85,3,2.717,0,8,0,4,6,0
39024,1,87,3,3.517,0,7,1,19,17,1
38964,0,67,8,2.433,0,9,0,1,7,0
38959,0,86,8,2.983,0,11,1,6,12,0
38951,0,75,3,5.05,1,13,2,17,15,1
38941,1,76,8,3.067,1,10,2,10,8,1
38909,0,61,6,3.05,0,8,0,2,2,0
38899,0,80,0,4.517,0,10,0,8,3,1
38898,1,84,6,3.2,0,9,0,12,12,1
38880,0,93,17,3.667,1,16,0,15,18,0
38861,0,76,9,2.6,1,6,0,10,6,1
38858,0,63,6,2.867,0,5,1,10,5,1
38843,1,84,6,3.483,0,12,0,18,18,1
38830,0,66,9,3.267,1,12,0,9,7,1
38813,1,72,9,3,2,6,0,7,6,1
38781,0,83,10,3.117,1,12,1,8,8,0
38781,1,70,9,2.967,1,6,0,8,8,1
38747,0,86,4,3.233,0,13,2,7,12,0
38712,0,56,8,2.8,0,6,0,12,7,1
38700,1,83,7,2.633,0,5,2,6,2,0
38684,0,60,1,2.817,0,6,2,1,1,1
38673,1,83,5,2.4,0,8,0,2,8,0
38611,1,83,5,3.05,0,12,0,17,17,1
38610,1,68,16,2.883,1,16,3,5,15,0
38586,1,84,2,3.583,0,8,0,10,9,0
38574,1,60,8,3.35,1,10,1,10,5,0
38541,0,71,8,2.767,1,4,0,6,6,1
38536,0,68,15,2.9,0,3,1,8,9,1
38522,0,72,12,2.65,1,5,0,7,5,1
38490,0,96,11,3.117,1,11,1,11,13,1
38480,0,86,11,3.267,1,10,1,21,21,1
38423,0,89,11,2.85,3,7,1,18,18,1
38423,1,88,14,2.9,0,7,0,8,11,1
38412,1,87,2,3.283,0,11,1,9,8,0
38391,1,85,10,2.567,0,6,1,4,4,0
38378,0,92,12,3.55,1,13,0,9,17,0
38339,1,79,1,2.567,0,2,0,7,1,1
38338,0,77,11,3.167,0,7,0,9,8,0
38306,0,80,3,2.883,1,13,0,7,16,0
38296,0,65,8,2.983,2,7,1,11,7,1
38292,1,93,7,3.217,1,8,1,10,3,0
38274,0,87,6,3,0,12,0,7,13,0
38255,0,75,0,3.2,1,11,1,6,8,0
38236,0,81,9,3.667,0,9,2,14,14,0
38201,0,81,13,3.767,0,15,0,16,18,1
38200,1,63,14,2.867,0,6,1,4,4,0
38176,0,68,10,2.767,0,9,0,3,6,0
38174,0,75,1,2.6,0,4,0,5,3,1
38172,0,43,11,4.067,0,9,2,4,6,0
38161,0,94,14,3.033,0,7,0,9,6,0
38137,0,70,17,3.8,0,9,2,8,11,1
38134,0,87,7,3.233,1,9,0,15,9,0
38116,0,71,9,3.483,0,13,1,6,12,0
38106,0,64,3,2.883,0,10,2,5,5,0
38104,0,69,7,4.467,3,13,1,11,15,0
38091,0,50,10,3.617,0,7,0,10,6,1
38089,0,75,17,3.217,0,7,1,9,8,1
38082,0,78,15,2.7,1,5,0,4,4,1
38050,0,83,4,3.283,1,10,0,6,7,0
38044,1,84,5,2.933,0,7,0,13,8,1
38042,0,90,11,2.85,0,7,0,10,10,1
38041,0,80,16,3.483,1,9,0,9,9,0
38019,1,39,18,2.75,0,9,1,3,8,0
38009,0,76,6,2.783,0,5,0,7,5,0
38002,1,85,6,3.117,0,10,0,8,5,0
37998,1,77,6,2.967,2,15,0,7,11,0
37973,0,82,14,2.583,1,5,0,4,1,0
37954,1,61,13,4.267,3,15,1,15,20,0
37941,0,81,10,2.883,0,6,0,11,15,1
37933,0,75,14,3.05,1,6,0,12,11,1
37927,0,66,17,3.217,0,9,0,12,11,1
37901,0,52,15,3.5,0,5,1,14,8,1
37890,1,54,7,3.633,1,13,0,7,11,0
37886,0,75,14,2.6,0,8,0,6,5,0
37886,0,82,7,3.017,2,12,0,9,12,0
37873,0,80,11,3.667,2,10,1,10,15,1
37870,1,76,14,2.733,1,3,0,4,3,1
37851,0,88,15,3.117,0,7,0,12,9,0
37842,1,80,12,3.317,1,3,0,9,6,1
37842,1,86,15,2.917,1,11,0,7,7,0
37828,0,84,10,2.5,0,6,1,4,4,0
37828,0,52,4,2.75,1,3,0,4,1,0
37821,1,90,3,2.767,1,7,1,7,8,1
37815,0,81,3,4,2,9,0,9,5,1
37796,0,81,13,3.517,1,14,0,9,18,1
37792,0,90,15,2.9,0,14,0,3,2,0
37790,1,75,14,4.417,2,15,1,12,15,1
37779,0,79,12,4.25,0,15,0,9,13,0
37767,0,63,12,3.867,0,14,0,9,12,1
37762,0,79,8,3.55,0,10,0,10,9,1
37762,1,64,10,3.133,0,4,0,11,10,1
37758,0,90,2,3.35,3,11,0,11,13,1
37754,1,74,11,2.717,0,8,3,6,13,0
37746,0,91,9,3.283,0,10,2,14,13,1
37739,0,62,9,3.333,0,10,0,11,11,1
37736,1,85,16,2.783,0,11,1,9,11,0
37727,0,58,5,2.733,0,7,0,6,2,1
37721,0,80,7,2.967,1,8,0,10,10,1
37708,0,76,6,3.333,1,12,1,13,14,0
37699,0,80,4,3.417,0,10,1,17,18,1
37696,0,89,11,2.817,1,7,1,10,4,0
37661,0,56,15,3.417,2,10,0,10,8,1
37653,0,68,12,3.2,1,5,1,8,9,1
37645,0,80,12,3.067,0,14,1,10,10,0
37616,1,86,17,2.5,2,3,1,5,5,1
37600,0,79,7,4.183,1,19,1,15,20,0
37583,1,77,5,2.65,0,7,0,5,4,0
37569,0,81,10,3.65,0,12,1,15,16,1
37566,0,88,14,2.75,1,5,1,17,15,1
37564,0,47,5,3.083,0,3,0,8,7,1
37560,0,73,0,3.95,1,11,0,8,6,0
37559,0,74,4,3.25,1,10,1,6,9,0
37555,0,85,17,2.883,2,12,0,11,13,1
37551,0,68,15,2.667,1,2,1,16,14,1
37546,0,84,7,3.05,0,10,2,8,13,1
37493,0,43,11,3.75,1,12,0,17,22,1
37484,1,73,0,3.233,1,15,2,7,14,0
37479,1,65,11,2.917,0,11,1,11,13,1
37479,0,85,18,3.45,0,8,0,10,6,0
37453,0,76,10,3.283,0,9,3,14,16,1
37447,0,76,10,2.95,2,5,1,8,6,1
37430,1,73,12,4.217,0,11,0,14,11,1
37422,1,78,9,2.417,1,3,0,10,9,1
37413,0,75,10,3.633,0,10,1,13,14,0
37396,0,56,15,3.483,0,4,0,5,7,0
37396,0,61,9,2.95,2,11,1,6,7,0
37395,1,70,13,3.583,2,14,1,9,13,0
37378,1,63,4,3.4,0,8,0,7,5,1
37363,1,77,9,2.367,1,6,0,11,6,1
37354,0,66,10,3.117,1,8,1,6,6,0
37337,0,73,10,3.417,1,10,1,9,14,0
37328,1,75,1,3.133,0,3,0,15,13,1
37324,0,81,7,3.183,1,6,0,10,6,1
37306,0,78,8,3.517,1,11,0,10,9,1
37306,0,77,8,3.25,2,13,1,12,14,1
37296,1,75,5,2.6,0,7,0,12,8,1
37267,1,74,17,3.6,0,9,0,10,11,1
37264,1,84,10,2.983,0,10,0,6,7,0
37254,1,70,15,3.283,0,2,2,13,10,1
37233,1,45,7,2.95,0,9,0,4,7,0
37223,1,73,0,4.117,0,12,0,10,11,1
37217,1,49,9,3.15,1,14,0,4,8,0
37211,1,80,15,3.083,0,8,0,11,3,1
37195,1,65,14,2.883,1,9,0,12,8,1
37188,1,71,3,3.233,0,12,0,9,11,0
37187,0,80,6,2.733,2,2,0,10,5,1
37175,0,82,7,3.317,3,10,1,10,17,1
37168,1,66,8,3.2,0,8,1,7,7,0
37160,1,57,22,3.433,2,9,0,11,16,0
37153,0,73,3,3.45,0,8,1,9,12,1
37129,0,67,6,3.167,0,7,1,5,7,0
37117,0,75,12,3.6,0,12,0,16,9,1
37116,0,87,13,2.55,1,4,0,6,4,1
37115,0,47,17,2.833,1,6,0,8,6,1
37101,1,75,16,3.433,0,10,0,4,9,0
37095,0,90,7,2.867,1,10,1,12,11,1
37083,0,72,7,3.183,0,8,0,6,7,0
37083,0,41,8,2.733,0,8,0,3,1,0
37055,0,59,1,2.9,3,10,0,7,12,1
37053,1,66,8,3.233,0,11,1,8,5,0
37042,0,76,8,2.567,1,9,0,4,7,0
37015,1,82,7,4,0,13,2,11,10,0
37001,0,92,18,3,1,10,1,4,3,0
36982,0,90,4,2.717,1,4,0,7,6,1
36962,0,83,13,2.733,0,8,0,6,6,0
36953,0,69,8,3.217,1,7,0,4,7,0
36950,0,82,5,3.617,0,10,0,14,7,0
36948,0,82,11,3.183,0,9,0,14,13,1
36941,0,73,13,4.25,0,8,0,10,5,1
36935,1,66,2,2.65,3,8,0,10,7,1
36911,0,77,16,3.783,1,12,2,10,15,0
36901,1,53,5,2.533,0,8,0,6,7,1
36900,1,63,13,2.717,1,7,1,8,5,1
36854,0,91,13,3.367,3,5,0,7,5,1
36842,1,92,15,2.817,1,7,2,19,18,1
36839,0,78,5,3.633,0,11,1,9,6,0
36834,1,82,7,2.667,0,7,0,10,9,1
36806,1,88,9,3.25,1,9,1,10,15,1
36801,1,81,11,3.867,1,10,0,16,15,1
36787,1,56,6,3.233,0,9,1,4,3,0
36786,1,81,7,3.167,0,12,0,12,14,1
36786,1,59,21,3.05,1,9,2,7,6,0
36757,0,71,9,2.883,0,11,0,4,6,0
36717,0,83,7,3.717,1,12,0,11,14,0
36717,0,69,5,3.217,1,5,0,12,12,1
36715,1,85,9,3.55,0,9,0,13,13,1
36701,0,60,9,2.533,0,5,0,4,2,1
36683,1,86,8,3.3,1,12,2,11,14,0
36669,1,64,8,2.517,0,4,0,8,4,1
36663,0,73,10,3.317,0,8,1,12,8,1
36634,0,71,9,3.083,0,12,0,8,14,0
36624,1,85,4,3.067,0,9,0,11,9,1
36619,0,86,1,2.983,2,10,2,10,13,1
36558,0,79,7,3.7,1,15,0,13,13,0
36552,0,80,12,3.633,1,22,4,8,23,0
36544,0,73,0,2.967,1,9,2,12,8,1
36544,0,81,15,2.9,0,6,0,6,4,0
36541,0,60,12,2.717,1,11,0,8,5,0
36538,1,69,5,4.95,2,14,1,12,14,0
36527,0,83,13,3.067,0,7,0,8,10,1
36502,1,86,15,2.8,0,13,0,6,12,0
36496,0,43,8,3.05,0,7,0,8,11,1
36453,0,73,0,3.033,1,5,0,7,3,1
36450,1,87,6,2.55,0,4,0,13,7,1
36438,0,77,4,2.167,0,4,0,6,8,1
36430,0,86,9,3.15,0,10,0,13,13,1
36426,0,73,5,2.483,0,4,0,3,3,1
36424,0,67,6,2.833,1,10,3,8,13,0
36424,0,67,1,2.9,0,11,0,5,7,0
36419,0,90,11,2.8,0,6,0,10,14,1
36412,0,76,6,3.05,0,10,2,10,9,0
36404,0,84,10,3.483,0,14,0,8,8,0
36383,1,69,8,3.467,1,11,1,7,11,0
36369,1,73,0,2.8,0,5,0,8,6,1
36368,0,86,6,3.017,0,13,1,10,14,1
36312,1,93,12,3.067,1,8,0,10,8,1
36291,0,79,17,3.55,1,7,2,5,4,0
36279,1,78,12,3.1,0,8,1,6,10,1
36275,0,60,15,2.8,0,10,2,7,3,0
36272,0,67,8,2.917,0,10,0,12,9,1
36270,1,84,6,3.417,1,4,0,10,4,1
36267,1,53,20,2.717,0,7,0,9,6,1
36253,1,84,11,3.667,0,16,2,21,17,1
36239,0,69,12,2.517,0,3,0,7,5,1
36238,0,68,0,2.367,0,3,0,8,6,1
36233,0,82,14,2.967,0,8,1,13,10,1
36220,1,69,7,3.133,0,15,0,3,9,0
36195,0,82,13,2.933,1,14,3,10,17,0
36162,0,63,12,2.85,0,12,1,6,10,0
36152,0,88,4,3.083,0,5,0,7,3,1
36137,1,80,3,3.283,0,11,1,22,17,1
36123,0,53,8,2.917,1,6,0,12,11,1
36118,0,72,9,3.217,0,7,1,6,4,1
36108,0,79,8,2.767,1,16,0,4,12,0
36067,0,66,10,3.717,1,14,0,10,18,0
36055,0,66,2,3.217,1,10,1,6,3,0
36052,0,80,9,2.75,2,9,0,7,9,1
36036,1,61,16,2.933,0,9,0,9,9,0
36021,1,60,13,3.383,0,6,0,12,7,1
36020,0,77,8,3.05,1,8,1,9,14,1
36016,1,83,8,3.433,0,7,1,13,10,1
36015,0,87,5,2.917,0,3,0,8,1,1
36008,0,83,8,2.433,0,6,0,4,5,1
35999,0,80,9,4.717,1,9,1,8,9,0
35986,0,81,9,2.6,0,5,1,11,6,1
35978,0,86,7,2.783,1,5,2,11,8,1
35974,1,63,7,2.65,0,2,0,7,2,1
35968,0,77,3,3,0,4,2,10,4,1
35964,0,74,8,3.35,0,11,0,11,9,0
35962,1,63,13,4.033,2,11,1,11,22,0
35955,1,69,6,3.417,0,17,1,12,17,0
35944,0,73,6,2.75,0,9,0,7,10,1
35925,0,76,7,3.35,0,12,1,11,15,0
35917,0,86,15,2.533,1,7,0,13,11,1
35904,0,82,9,3.383,2,6,2,10,12,1
35896,0,73,9,2.817,1,10,0,11,12,0
35880,0,89,5,3.3,0,9,1,8,7,1
35861,0,40,16,3.15,1,4,0,7,7,1
35840,0,90,8,3.017,0,9,0,4,5,0
35833,1,66,1,3.217,1,10,0,11,13,0
35832,0,84,12,3.117,0,3,0,13,13,1
35823,1,62,13,2.733,0,4,0,6,9,0
35804,0,77,7,3.633,2,15,0,14,13,0
35802,1,85,7,3.583,0,12,2,8,11,1
35784,1,78,9,3.417,1,2,2,10,8,1
35778,1,78,7,2.683,0,6,0,5,5,0
35767,1,71,3,3.4,1,8,1,8,9,1
35759,0,79,8,4.383,1,9,0,11,17,1
35746,0,64,3,2.867,0,4,1,6,7,1
35736,1,58,25,3.667,2,8,3,14,19,1
35695,0,61,4,2.633,0,6,0,9,5,1
35681,0,81,8,2.667,0,5,1,6,5,1
35678,0,64,14,2.917,0,9,0,6,7,0
35609,0,90,4,2.767,0,8,2,8,9,0
35551,1,68,8,3.233,0,10,0,11,15,0
35538,1,87,7,3.45,0,11,0,16,16,1
35531,0,59,7,3.3,0,12,1,6,8,0
35520,0,61,20,3.467,0,5,1,3,8,1
35483,0,88,4,2.683,0,3,1,14,11,1
35477,0,79,6,2.733,0,7,0,5,5,1
35468,0,68,0,2.55,0,9,1,15,14,1
35458,1,86,13,2.433,0,13,1,4,7,0
35413,0,68,7,3.933,1,18,2,15,22,0
35406,1,65,7,3.417,0,12,1,6,11,0
35397,1,64,4,5.933,1,11,0,16,11,1
35366,0,92,7,3.067,0,15,0,9,7,1
35364,0,74,0,2.8,1,9,2,8,9,1
35333,0,71,3,2.217,0,4,1,6,5,1
35317,1,68,10,3.383,1,11,2,7,7,1
35312,1,73,0,2.867,0,10,0,6,5,0
35291,0,67,0,2.933,0,3,2,7,1,1
35250,0,87,4,2.883,0,9,0,14,13,1
35230,0,72,9,3,0,15,1,10,10,0
35227,0,61,15,3.767,0,11,1,15,21,1
35225,1,90,6,2.717,1,6,0,5,3,1
35216,0,83,4,4.5,4,16,1,14,19,0
35207,0,61,3,3.5,0,10,1,7,10,0
35195,0,80,8,3.583,1,14,2,3,13,0
35186,0,73,0,2.633,0,5,0,8,5,1
35185,1,86,21,3.1,0,9,0,6,7,1
35177,0,62,8,3.4,1,19,2,8,19,0
35174,0,69,3,2.667,0,2,0,8,6,1
35161,0,71,7,3.15,0,10,1,14,10,1
35142,0,63,9,2.85,0,10,0,5,6,1
35125,0,69,8,3.317,0,8,0,17,20,1
35124,0,80,11,2.467,0,7,2,3,4,0
35119,0,73,0,2.883,0,6,0,10,9,1
35116,1,73,0,3.15,1,13,0,7,13,0
35102,0,85,8,3.25,1,7,1,13,18,1
35097,1,67,10,2.717,1,7,0,7,4,1
35093,1,66,14,3.533,0,3,1,14,17,1
35067,0,66,6,2.967,0,9,0,11,7,0
35067,0,65,5,2.933,1,7,2,7,7,0
35053,1,74,9,2.917,0,11,1,2,3,0
35052,1,81,7,2.517,0,5,0,8,5,1
35040,0,73,0,2.683,0,6,0,3,3,0
35035,1,73,0,2.6,1,13,0,5,11,0
35030,0,74,12,3.283,0,4,1,4,4,0
35020,1,75,3,3.083,0,4,1,9,5,0
35012,1,68,2,3.017,0,9,1,6,9,0
34982,1,81,10,3.067,1,11,0,12,13,1
34982,0,62,7,2.933,1,7,1,14,12,1
34971,0,69,16,2.967,0,8,1,11,9,1
34957,0,71,7,2.867,0,3,0,8,5,1
34942,0,67,6,2.8,0,22,0,6,17,0
34901,1,78,16,3.167,0,9,0,8,9,1
34898,0,45,8,3.117,2,6,0,11,9,1
34890,1,56,14,3.317,1,13,0,14,15,1
34813,0,66,0,4,0,13,1,10,16,0
34810,0,62,2,3.283,0,6,2,10,6,1
34809,0,64,1,3.05,0,8,0,3,5,0
34805,0,81,6,2.6,0,8,0,7,5,1
34760,0,83,8,3.517,2,15,2,10,12,0
34758,1,68,13,3.05,0,10,0,13,13,1
34748,1,79,21,2.7,1,4,0,11,7,1
34724,0,77,3,2.883,0,4,0,12,8,1
34695,1,91,5,2.933,1,5,1,11,9,1
34681,0,64,2,2.95,0,8,2,1,5,0
34680,0,54,2,3.217,0,8,1,12,15,1
34673,0,76,6,2.817,2,5,0,7,5,1
34659,1,88,9,3.533,1,5,0,7,3,1
34649,1,80,1,3.383,0,9,0,10,7,1
34648,0,81,12,2.583,0,6,0,9,7,1
34616,1,80,11,3.317,0,13,0,7,11,0
34579,0,76,2,3.683,0,13,0,10,13,0
34569,1,81,6,2.817,2,12,1,5,6,0
34529,1,70,4,3.167,1,7,0,7,9,1
34526,1,72,9,2.767,0,8,0,7,5,1
34508,1,51,5,3.25,2,10,3,9,11,0
34493,1,34,8,3.217,0,11,1,5,8,0
34437,1,52,8,2.983,1,11,4,4,7,0
34428,0,66,7,3.033,1,9,0,14,13,1
34422,0,86,4,3.05,1,18,0,10,23,0
34395,0,77,0,2.533,0,16,1,4,13,0
34362,0,49,8,3.183,1,13,1,12,11,1
34319,0,64,8,2.95,0,4,1,4,7,1
34317,0,82,10,3.15,0,11,0,14,14,1
34310,0,94,13,2.417,1,7,0,4,3,1
34294,0,72,6,2.933,0,6,0,12,12,1
34294,1,90,20,2.933,1,7,1,8,9,1
34286,0,70,7,3.283,0,12,0,13,17,1
34279,0,49,9,3.283,2,9,0,14,15,1
34264,0,62,1,2.75,0,9,0,6,8,0
34259,0,81,10,2.633,1,7,0,9,8,1
34251,0,68,0,3.35,0,14,2,8,13,0
34224,1,93,7,3.183,1,8,0,8,7,0
34215,1,90,9,2.167,0,4,2,7,3,1
34196,1,83,8,3.9,1,11,0,14,14,0
34163,0,70,3,3.333,0,9,0,8,8,1
34161,0,81,4,2.85,0,8,0,14,11,1
34160,1,79,13,4.683,0,7,0,7,3,0
34143,1,93,5,3.1,0,10,0,8,7,1
34113,0,78,11,3.2,1,8,1,9,10,1
34051,0,76,14,5.417,1,11,2,14,8,1
34050,0,84,7,2.95,0,4,1,9,9,1
34045,0,83,3,2.6,0,7,0,9,12,1
34036,0,80,10,2.433,1,4,0,6,6,1
34007,1,44,10,2.633,0,7,0,7,7,1
33971,1,79,11,2.833,0,9,1,7,10,1
33955,0,56,19,3.433,1,10,1,3,9,0
33917,0,62,4,3.85,1,18,4,14,23,0
33909,1,73,0,3.95,0,15,1,11,8,0
33879,1,85,9,3.25,2,7,1,6,9,1
33861,1,66,3,4.267,0,10,1,12,6,1
33841,0,73,0,2.567,0,5,0,7,2,0
33828,0,84,10,3.083,1,9,1,5,8,0
33819,0,71,11,3.417,1,12,2,4,11,0
33818,0,68,11,3.3,1,10,0,8,10,0
33797,1,84,5,2.617,0,11,1,4,5,0
33748,1,56,1,2.85,0,7,0,7,9,0
33747,0,77,8,3.467,1,12,0,10,13,0
33729,0,68,10,3.083,0,12,0,11,13,1
33703,0,87,10,2.633,0,11,0,3,4,0
33618,0,84,10,3.233,1,12,0,9,9,0
33614,0,74,9,2.917,0,10,1,4,8,0
33613,1,65,4,2.383,0,9,0,5,5,1
33604,0,85,21,3,2,14,0,6,11,0
33590,0,84,2,2.783,1,8,1,5,7,1
33573,0,61,3,3.55,0,14,1,7,12,0
33568,0,93,5,3.25,0,13,0,10,14,0
33546,0,97,4,2.783,3,5,2,10,13,1
33535,0,94,9,2.733,2,5,0,8,4,1
33509,0,74,9,2.95,0,11,1,6,6,0
33501,0,73,7,3.017,0,6,0,5,3,0
33471,0,81,14,2.767,0,7,3,9,7,1
33471,0,60,15,3.5,3,14,3,4,14,0
33460,1,85,12,2.567,1,6,0,6,6,1
33455,1,94,12,3.267,0,10,0,7,15,0
33442,0,100,10,2.55,0,9,1,7,8,1
33433,0,94,3,3.067,3,6,0,10,13,1
33421,1,79,18,2.483,0,9,1,3,4,0
33419,0,73,17,2.617,0,6,0,7,5,1
33391,0,87,7,2.683,0,7,1,6,5,0
33386,0,80,7,3.017,1,6,0,5,6,1
33380,0,62,9,3.033,0,6,1,11,13,1
33378,0,69,8,3,1,9,1,4,7,0
33375,1,71,13,3.85,0,19,0,17,21,0
33369,0,76,2,3.783,0,13,0,6,5,0
33338,0,68,11,2.683,0,3,1,7,3,1
33337,1,81,1,3.583,1,10,1,15,17,1
33283,0,63,7,3.283,0,8,0,17,16,1
33277,1,60,4,2.533,0,7,0,10,7,0
33258,1,73,0,3.35,0,12,0,8,10,0
33222,1,60,10,2.9,0,9,0,12,10,1
33170,0,79,5,3.417,0,16,0,8,14,0
33148,0,65,12,3.817,0,13,0,11,13,0
33134,0,80,16,2.983,1,7,2,8,8,1
33132,0,62,21,2.75,2,7,1,7,6,1
33123,0,71,0,2.917,0,10,1,8,10,0
33115,0,72,10,3.283,0,8,0,8,5,0
33109,0,82,9,3.55,0,14,0,17,15,1
33096,0,83,8,2.8,0,5,0,11,11,1
33087,1,76,8,2.967,1,9,0,7,6,0
33069,1,67,6,3.383,0,8,0,5,4,0
33061,0,72,7,2.9,1,13,0,4,11,0
33052,0,74,3,2.917,0,10,0,11,10,1
33042,0,79,6,2.933,0,11,0,10,6,1
33040,0,83,6,3.25,1,14,0,14,14,1
33032,0,84,5,2.917,0,5,0,8,7,1
33029,1,78,11,3.317,2,14,0,4,9,0
33023,1,89,8,2.833,0,10,0,9,9,0
33006,0,70,2,2.583,0,5,1,10,7,1
32996,1,79,7,2.417,1,8,1,4,3,1
32987,0,75,0,3.267,0,13,1,5,7,0
32963,1,81,4,3.217,1,5,1,12,6,1
32958,1,73,0,2.383,0,7,0,9,5,1
32951,1,77,16,4.3,0,14,2,11,13,0
32947,1,81,4,3.283,0,8,2,6,10,0
32946,1,83,6,2.817,1,8,0,4,3,1
32935,0,74,0,2.967,1,4,0,7,8,1
32921,0,78,13,2.433,0,5,0,8,6,1
32916,1,77,2,3.15,1,9,0,11,11,1
32914,0,76,19,3.717,0,9,1,16,15,0
32909,0,83,8,2.833,1,9,1,11,12,0
32901,0,56,9,2.7,0,7,2,11,7,1
32888,0,89,10,2.817,2,8,0,16,17,1
32850,0,76,1,2.65,0,8,0,12,9,1
32835,0,75,2,3.433,1,7,1,12,7,0
32829,1,87,7,2.933,0,11,0,11,13,0
32820,0,73,0,2.233,1,3,0,9,5,1
32811,0,75,0,2.767,3,11,0,10,14,1
32810,0,59,18,2.733,2,8,0,7,8,1
32806,1,96,8,2.367,0,4,1,9,8,1
32790,1,87,5,2.717,0,5,1,2,1,1
32781,0,79,13,3.033,2,8,3,8,10,0
32775,1,87,4,5.8,0,12,0,8,3,0
32739,1,95,4,3.05,0,11,0,7,3,0
32734,1,45,12,3.75,2,6,2,8,9,1
32721,1,73,0,3,1,11,1,15,16,1
32718,0,90,9,3,2,8,1,15,14,1
32710,1,75,8,3.217,1,14,3,5,11,0
32668,0,79,11,3.1,0,9,1,5,8,1
32663,0,88,5,3.383,2,9,2,9,12,0
32634,0,77,9,3.067,0,9,0,13,11,1
32628,0,71,10,2.783,1,13,1,6,16,0
32615,0,73,7,3.033,0,5,0,8,3,1
32607,0,86,7,3.467,1,5,0,11,10,1
32599,0,75,13,2.867,1,4,4,3,3,0
32587,1,71,7,3.3,0,9,0,6,11,0
32527,0,91,7,3.25,1,8,2,7,7,1
32526,0,84,3,2.583,1,6,1,6,3,1
32524,0,84,6,3.3,2,9,0,10,14,1
32491,1,66,12,2.85,3,7,2,9,8,1
32487,0,80,8,2.917,0,10,1,4,3,0
32480,1,83,15,3.567,2,14,0,18,24,1
32465,1,78,5,2.767,0,4,0,9,5,1
32448,0,77,0,3.083,1,12,0,8,8,0
32439,1,89,6,3.133,0,9,1,9,9,1
32435,1,89,5,3.583,1,15,0,11,16,1
32419,1,31,18,3.333,1,13,1,7,12,0
32416,0,73,0,5.05,1,16,3,11,12,0
32407,0,92,13,2.633,1,8,0,5,10,1
32405,1,75,9,3.067,1,5,1,8,6,1
32403,1,75,0,2.95,1,10,0,16,12,1
32395,0,78,11,2.867,0,9,0,13,10,1
32394,0,55,4,3.15,0,9,0,5,2,0
32373,0,72,10,2.617,0,11,0,8,8,0
32358,1,63,6,2.933,0,8,1,4,4,0
32357,0,83,8,3.6,1,16,2,12,11,0
32316,1,69,11,2.967,0,6,0,8,9,1
32304,0,65,3,2.55,0,5,0,7,3,0
32301,0,77,0,3.15,0,19,0,5,14,0
32291,0,93,7,2.483,0,11,0,6,10,0
32288,0,85,7,2.933,0,9,0,11,6,1
32285,1,84,14,2.983,1,7,0,10,9,1
32232,0,50,13,3.367,2,12,0,10,8,0
32228,0,85,10,2.667,0,4,0,9,7,1
32191,0,74,0,3.2,0,11,0,2,6,0
32189,0,91,4,2.8,1,6,0,10,7,1
32188,0,87,7,3.5,0,5,0,7,3,1
32187,0,80,7,3.283,0,9,2,7,7,0
32185,0,82,6,2.767,0,10,1,4,6,0
32176,0,83,11,3.317,1,16,1,9,19,0
32174,0,62,6,2.733,1,5,0,11,12,1
32167,0,70,10,3.117,2,15,1,16,18,1
32140,0,80,4,2.9,0,5,0,9,7,1
32139,0,67,5,2.617,1,10,1,3,8,0
32134,0,75,15,3.033,1,7,0,7,7,0
32132,0,94,10,3.233,3,8,1,9,11,0
32121,0,72,12,3.3,0,9,0,7,7,1
32117,0,78,13,3.1,0,5,1,19,13,1
32113,1,95,9,3.183,1,13,0,10,13,0
32103,0,77,10,3.817,1,14,1,12,17,1
32088,0,66,18,3.467,1,15,3,8,9,0
32085,1,75,5,2.933,0,7,0,12,5,0
32074,1,80,7,2.833,2,5,0,11,4,0
32071,1,86,5,2.617,0,4,0,9,4,1
