attendance,day_night,temp,wind_speed,duration,away_errors,away_hits,home_errors,home_hits,total_runs,home_win
32061,0,47,7,3.417,0,6,1,1,3,0
32058,0,71,7,3.217,0,12,1,5,10,0
32040,0,79,8,3.117,0,8,0,4,5,0
32036,0,91,9,4.083,1,17,0,11,12,0
32034,1,90,12,2.717,0,7,0,6,3,1
32033,1,86,6,3.133,1,8,0,7,6,0
32030,0,80,2,2.917,1,10,0,6,8,0
32018,0,75,12,3.05,3,5,1,10,8,1
31981,1,86,7,3.333,1,10,0,11,13,0
31978,1,91,11,3.217,1,18,3,9,20,0
31965,0,73,0,2.967,1,5,0,6,5,1
31952,0,67,15,3.5,1,11,0,8,5,0
31947,1,57,7,3.333,0,11,0,7,9,0
31946,0,94,6,2.867,0,7,0,10,7,1
31939,0,73,0,3.117,0,10,1,7,14,0
31884,0,83,11,3.067,1,8,1,6,8,0
31874,0,83,8,3.15,0,15,1,8,18,0
31853,0,86,9,3.283,0,17,0,6,13,0
31843,0,74,6,3.033,1,9,1,10,9,1
31836,0,60,11,3.417,0,11,0,7,13,1
31831,0,78,6,2.667,2,8,0,8,7,0
31805,1,84,9,2.817,0,7,1,4,5,1
31783,1,49,16,2.467,0,3,0,8,8,1
31776,1,76,10,2.683,1,8,2,7,6,0
31771,0,77,3,3.083,0,7,1,16,20,1
31768,0,88,5,3.067,0,6,0,8,7,0
31762,0,87,10,3.367,1,17,1,8,19,0
31760,1,73,9,3.217,0,14,0,15,13,1
31730,1,78,6,3.117,1,16,4,6,15,0
31721,1,69,10,3.833,1,10,1,14,11,0
31707,0,73,9,3.317,1,11,0,6,6,0
31689,0,48,12,3.033,0,7,0,12,10,1
31688,0,68,12,3.1,1,16,0,5,13,0
31662,0,70,6,3.017,0,9,1,7,9,0
31660,0,80,5,2.517,0,5,0,5,7,1
31635,1,66,4,3.05,0,4,1,7,3,1
31625,1,90,12,3.7,4,16,1,7,15,0
31620,0,73,7,2.733,1,5,0,6,3,1
31618,0,90,14,2.967,1,6,1,6,8,0
31598,1,74,14,3.367,0,11,2,12,15,1
31559,0,81,11,3.45,0,11,1,8,5,0
31557,0,61,7,3.333,2,14,0,17,18,1
31515,0,66,7,3.133,1,17,1,8,18,0
31505,1,81,4,3,1,11,1,10,15,1
31502,1,88,11,2.583,1,9,0,12,11,1
31497,0,81,9,2.65,0,3,0,12,6,1
31481,0,56,16,2.9,3,7,2,5,7,1
31456,1,91,6,3.45,1,16,1,8,14,0
31453,0,82,10,2.767,1,10,0,3,4,0
31438,0,73,0,3.483,0,14,0,12,19,1
31425,0,85,9,2.617,0,9,0,9,7,1
31415,0,50,12,3.033,1,3,0,9,8,1
31405,1,65,1,2.883,1,12,1,10,13,1
31398,0,67,10,3.017,0,10,1,6,7,0
31385,1,79,0,2.617,0,7,0,9,5,1
31357,0,82,6,2.833,0,4,0,9,6,1
31355,0,90,8,2.533,1,6,0,12,8,1
31352,0,55,2,3.033,1,6,3,9,6,0
31328,0,81,8,3.05,0,12,0,9,10,0
31277,0,84,5,4.05,0,11,1,6,5,0
31269,0,81,6,2.7,0,4,1,11,3,1
31264,0,61,1,2.55,0,11,0,6,8,0
31229,1,67,3,2.717,1,4,1,5,3,1
31226,0,70,14,3.3,0,9,0,7,10,0
31212,0,68,0,5,1,10,1,6,3,0
31192,0,82,9,2.85,1,4,0,7,8,1
31190,0,80,8,3,0,7,2,13,13,1
31187,1,82,12,3.183,1,12,3,9,13,0
31184,0,79,6,3.367,0,7,0,14,13,1
31183,1,91,7,2.617,0,9,0,5,5,0
31171,0,78,12,3.717,1,12,2,8,15,0
31163,1,51,3,2.683,1,15,1,2,11,0
31161,1,73,7,3.283,0,7,1,6,7,0
31148,0,75,17,2.7,1,14,1,6,11,0
31144,0,91,6,2.767,0,12,0,8,10,0
31137,0,76,13,3.2,0,11,0,9,12,0
31124,1,77,4,3.517,1,6,0,17,12,1
31118,1,79,12,3.167,1,5,1,12,10,1
31117,0,69,6,3.133,0,11,1,5,6,0
31114,0,53,12,3.383,0,11,0,10,14,0
31111,0,88,15,2.933,0,7,0,11,13,1
31109,1,57,15,2.85,1,6,2,7,5,0
31102,0,81,11,2.95,0,5,1,7,3,1
31066,0,77,7,3,1,7,0,15,15,1
31061,0,81,11,3.383,0,17,1,7,19,0
31061,0,60,6,2.983,0,4,1,8,7,1
31043,1,78,3,2.983,0,7,0,10,11,1
31042,1,72,0,2.85,2,7,1,7,8,0
31040,1,79,3,2.883,0,12,0,4,12,0
31034,0,75,11,2.583,2,5,0,10,9,1
31032,1,74,14,3.15,0,7,0,10,15,1
31011,0,44,13,3.217,0,9,0,8,6,1
31001,0,60,14,3.067,2,7,0,10,7,1
30978,0,79,3,2.917,2,5,1,6,4,0
30970,1,65,8,3.133,1,8,0,10,11,1
30969,0,84,6,3.133,0,11,1,12,11,0
30955,1,75,3,3.1,3,8,4,13,10,1
30913,0,75,0,2.783,2,6,0,10,8,1
30894,1,90,7,2.35,0,8,1,1,5,0
30861,1,78,10,3.667,1,13,1,12,11,1
30857,0,66,13,3.133,0,12,2,7,11,0
30855,0,76,9,3.033,1,4,0,8,2,1
30834,1,57,1,3.05,1,5,0,6,3,0
30817,1,73,0,3.083,3,8,0,9,7,1
30808,0,67,11,3,0,16,3,9,12,1
30781,0,86,11,2.533,2,4,0,8,8,0
30763,0,66,15,2.867,1,5,1,10,4,1
30761,0,77,9,3.467,0,10,0,9,9,0
30760,1,81,5,3.167,1,12,0,9,13,0
30747,0,94,10,3.017,1,6,0,8,5,1
30745,0,64,4,3.117,0,5,0,6,5,1
30683,0,80,0,2.917,0,7,1,9,11,1
30680,0,80,10,3.233,1,9,1,9,9,1
30679,0,67,9,2.95,1,14,1,7,9,0
30665,0,83,6,2.45,2,5,0,6,5,1
30663,1,96,6,3.533,1,12,1,9,16,0
30659,1,88,0,2.883,0,8,0,12,8,1
30657,1,73,0,3.217,1,8,1,9,9,1
30644,0,72,8,3.067,0,10,0,9,6,0
30639,0,82,0,3.85,0,18,2,12,20,0
30628,0,73,0,2.683,1,7,0,6,3,0
30608,1,80,4,3.417,0,17,0,11,19,0
30601,0,76,4,3.2,1,6,0,12,11,1
30599,0,87,13,2.25,1,5,0,7,9,1
30554,0,81,5,2.75,1,9,0,11,9,1
30547,0,91,4,2.85,1,4,0,12,6,1
30520,1,85,12,2.617,2,11,0,6,10,0
30501,0,78,10,2.8,1,5,0,9,2,1
30488,0,75,4,2.65,0,6,0,4,1,1
30486,0,91,2,3.033,1,10,0,12,13,1
30460,1,74,4,2.317,0,6,0,4,8,1
30451,0,69,8,3.517,1,10,0,14,15,1
30451,0,72,0,2.867,0,7,0,10,9,1
30438,0,73,0,3.1,1,9,0,9,13,0
30436,0,72,13,2.367,1,9,0,8,7,1
30424,1,78,14,3.633,0,17,2,13,14,1
30409,0,75,14,3.067,2,1,0,14,6,1
30379,1,73,0,2.967,0,9,0,3,5,0
30363,1,67,18,2.717,1,11,0,5,4,0
30357,0,81,9,3.483,0,16,2,14,16,0
30320,0,67,5,2.617,0,8,1,7,9,0
30316,0,83,9,3.117,0,11,0,13,16,1
30304,0,68,9,3.433,2,8,1,11,12,0
30293,1,81,17,3.767,1,11,0,7,13,0
30292,0,75,11,3.6,2,12,2,7,13,0
30281,1,91,16,3,0,8,0,12,9,1
30280,0,82,5,3.183,1,14,0,10,13,0
30279,0,89,6,3.25,2,11,1,11,12,1
30269,0,86,5,3.233,2,7,0,10,10,1
30263,0,79,8,3.1,2,8,0,12,7,1
30257,0,76,10,2.983,0,9,0,9,6,1
30254,1,88,7,2.95,1,4,3,3,2,0
30250,0,64,8,3.183,0,8,1,10,8,1
30229,1,83,6,3.5,0,8,0,4,5,0
30215,1,84,8,3.233,0,4,1,11,5,0
30194,0,87,4,3.5,0,12,0,9,12,1
30185,1,91,11,2.867,0,10,0,11,11,1
30178,0,67,3,2.967,0,10,2,3,6,0
30167,1,88,15,3.317,1,9,0,14,14,1
30150,0,78,5,2.783,1,8,0,11,6,1
30147,0,79,10,2.583,0,8,2,12,8,1
30145,1,87,9,2.85,0,7,1,8,8,1
30137,0,70,4,3.467,0,12,3,8,7,0
30112,0,80,6,2.667,1,8,0,6,8,1
30108,0,61,12,3,0,3,0,8,2,1
30107,1,70,0,3.3,0,11,1,5,9,0
30103,1,82,7,2.867,0,7,0,8,10,1
30100,0,59,10,3.7,0,8,0,6,8,0
30100,0,63,0,3.133,0,9,0,7,10,1
30094,0,73,5,2.733,2,10,1,9,9,1
30092,0,76,3,2.567,1,5,0,5,1,1
30085,1,85,16,3.083,0,10,1,10,11,1
30074,0,64,12,2.583,1,6,0,9,5,1
30054,0,65,7,2.95,1,11,0,5,7,0
30045,0,60,15,3,0,17,2,5,13,0
30033,1,80,6,2.917,1,10,1,6,9,0
30021,0,86,9,3.133,1,9,3,12,11,1
30019,0,62,7,2.917,0,11,0,5,8,0
30013,0,73,0,3.283,0,15,1,8,8,0
30012,1,69,10,3.117,1,15,0,8,10,0
30006,0,76,7,2.933,0,13,1,4,8,0
30003,1,57,24,3,1,9,0,12,13,1
29986,1,71,8,3.067,1,9,0,5,8,0
29938,0,54,7,2.683,0,6,0,7,5,1
29934,0,90,3,2.583,0,4,0,6,3,1
29932,0,66,9,3.133,1,11,1,6,9,0
29918,0,74,7,2.783,0,5,0,7,5,1
29866,0,99,11,3.45,1,6,3,9,9,1
29862,0,62,1,2.533,1,9,0,8,7,1
29844,1,73,0,2.433,0,5,0,8,3,1
29803,0,76,11,2.967,1,9,1,6,4,0
29771,0,75,14,2.95,1,3,0,15,11,1
29764,1,63,6,2.933,1,9,2,10,12,1
29735,0,76,9,2.883,0,3,0,18,12,1
29734,0,79,2,2.533,0,9,1,6,8,0
29670,1,80,8,2.65,0,9,4,9,10,1
29669,1,93,7,2.5,0,3,0,6,1,1
29668,0,74,2,3.167,1,10,0,7,10,1
29668,1,70,5,2.617,0,6,1,4,5,1
29665,0,73,3,3.183,0,13,0,8,10,0
29649,1,73,0,3.15,0,10,0,8,5,1
29630,0,89,5,2.733,0,9,1,13,10,0
29623,0,81,3,2.95,0,6,2,2,4,0
29601,0,74,3,2.7,0,5,0,4,3,0
29589,0,72,9,2.583,0,10,0,8,6,1
29579,1,64,9,2.483,1,6,0,8,6,1
29566,0,69,9,3.267,0,13,2,13,13,0
29553,1,88,18,3,0,7,2,11,11,1
29546,0,66,6,2.517,0,5,0,8,6,1
29535,0,64,7,2.75,0,7,1,10,7,1
29523,0,83,14,2.933,1,6,2,10,9,0
29522,0,60,1,4.017,1,16,2,13,17,0
29513,0,83,5,4.6,0,13,3,12,11,1
29482,0,73,9,3.317,2,16,0,13,16,0
29480,0,71,11,3.167,3,11,0,9,11,1
29477,0,88,8,2.55,0,9,0,4,7,0
29475,1,73,2,2.433,0,4,0,6,5,0
29471,0,71,6,2.75,1,9,0,8,11,1
29459,1,77,0,3.233,0,11,0,9,11,1
29457,1,76,0,3.15,2,8,0,10,15,1
29447,0,78,13,3.833,3,9,2,10,9,1
29442,0,70,12,2.75,0,4,0,8,4,1
29429,0,73,0,3.4,2,12,0,8,16,0
29399,0,73,0,2.517,2,7,1,5,4,0
29396,0,73,6,2.8,2,14,0,10,12,0
29386,0,81,8,3.117,0,9,0,11,17,1
29370,0,79,0,4,3,19,0,8,21,0
29362,0,72,5,3.25,0,12,1,16,18,1
29330,0,76,5,3.417,1,10,0,9,10,0
29318,0,68,2,3,1,11,0,7,11,0
29293,0,91,13,2.917,0,9,0,9,5,1
29290,0,84,10,2.433,0,3,0,3,1,1
29268,0,76,13,2.517,0,4,0,17,10,1
29217,0,72,1,2.9,0,11,0,8,10,0
29209,0,84,7,2.9,0,9,0,9,8,1
29187,0,86,6,2.9,1,7,0,9,9,1
29174,1,72,2,3.017,1,5,1,2,1,0
29170,0,82,4,2.883,1,7,0,12,10,1
29156,1,80,8,2.367,0,6,1,6,2,0
29152,0,57,7,3.7,2,10,2,14,15,0
29137,0,75,8,3.517,3,5,0,14,15,1
29107,1,96,9,2.767,2,5,0,9,10,1
29089,0,94,4,3.25,0,9,0,9,13,0
29089,1,75,7,3.583,1,13,3,11,18,0
29086,1,70,14,3.15,0,5,0,12,7,1
29078,1,92,9,2.617,0,7,0,10,8,1
29078,0,68,0,2.8,0,10,1,4,9,0
29068,0,95,6,3,0,5,1,12,5,1
29035,1,62,10,2.95,3,7,0,13,9,1
29023,1,85,12,3.117,0,11,2,10,11,1
28955,0,64,12,3.133,1,8,1,8,5,0
28928,0,68,11,3.133,1,9,0,10,5,0
28926,1,82,12,2.967,1,8,0,7,5,1
28924,1,74,2,4.017,0,14,1,7,17,0
28923,0,56,13,3.283,0,9,0,6,3,0
28896,0,66,0,5.067,4,13,0,10,15,0
28882,0,84,6,3.067,2,6,0,6,5,1
28846,0,64,13,3.317,0,9,0,11,6,0
28819,0,68,0,3.05,1,7,1,3,5,0
28807,1,80,11,3.433,1,10,1,6,4,1
28803,1,52,1,3.117,0,13,0,8,8,0
28790,0,75,1,2.783,2,7,0,6,5,0
28782,1,62,1,3.417,0,13,0,11,8,0
28762,0,80,3,2.433,0,11,0,9,8,0
28760,0,81,5,2.533,1,6,0,11,8,1
28759,0,68,0,2.867,0,7,0,4,4,0
28755,1,67,8,3.7,0,8,4,9,11,0
28752,1,77,12,2.917,0,8,0,9,4,0
28742,0,73,6,3.1,0,4,0,10,4,1
28730,1,73,2,3.6,0,14,0,10,17,1
28724,0,82,9,2.55,0,5,0,6,3,0
28682,0,92,5,2.517,0,6,0,17,14,1
28665,0,82,6,3.35,0,14,1,12,15,0
28663,0,77,12,2.717,0,6,1,3,7,0
28650,1,57,21,2.733,0,13,1,3,9,0
28634,1,72,13,3.367,3,8,1,9,10,1
28633,1,86,6,3.75,0,15,2,7,19,0
28616,1,74,9,2.917,2,6,2,5,5,0
28569,1,68,4,3.367,0,8,1,8,9,0
28522,0,68,3,2.517,1,10,0,2,6,0
28508,0,73,9,2.967,0,8,0,13,12,1
28491,0,82,9,2.933,0,6,1,10,6,1
28469,0,92,8,3.517,0,7,0,9,9,1
28463,0,84,14,3.733,0,7,0,12,9,1
28456,1,81,9,3.083,0,7,1,8,7,1
28441,1,65,0,3.133,1,3,1,6,5,1
28435,0,78,8,3.75,0,8,1,7,7,1
28427,1,83,7,3.017,1,6,0,8,3,1
28417,0,80,7,4.267,0,9,1,8,12,0
28404,0,62,10,2.9,0,4,0,8,9,1
28393,0,84,6,3.033,0,8,2,7,7,0
28386,0,81,12,3.5,1,11,1,7,12,0
28348,0,64,11,3.117,1,10,1,10,8,0
28345,1,85,7,2.45,1,5,0,8,7,1
28343,0,80,22,3.083,1,8,2,6,7,1
28329,0,70,6,2.6,0,6,1,2,3,0
28309,0,59,1,3.5,1,11,0,14,11,0
28249,0,69,14,2.867,0,8,0,6,6,1
28235,0,59,22,3.217,1,13,3,6,11,0
28232,0,74,12,3.317,0,8,2,9,8,1
28226,0,80,7,3.283,0,13,0,12,14,1
28225,0,87,6,3.283,0,6,1,11,10,0
28220,1,82,4,3.15,0,11,0,4,5,0
28213,0,80,3,2.933,1,8,0,11,9,0
28211,0,92,6,3.533,0,5,1,6,5,0
28196,1,76,0,2.283,0,4,0,5,1,1
28193,0,65,0,3.4,0,14,1,7,12,0
28184,0,83,5,3.65,0,10,0,12,11,1
28181,1,67,0,3.35,1,16,0,18,19,1
28180,0,69,0,2.683,0,9,0,7,9,1
28158,0,72,0,2.6,1,2,0,8,6,1
28150,1,78,12,2.5,0,5,1,11,10,1
28148,1,73,0,2.95,2,5,0,9,6,1
28134,0,73,0,3.05,0,13,0,6,9,0
28131,1,64,0,2.817,2,10,1,12,13,1
28127,0,63,0,3.167,0,9,2,8,10,0
28124,1,86,3,2.867,1,10,0,6,8,0
28119,1,73,0,3.083,3,4,0,8,3,1
28118,0,89,10,3.5,1,13,1,8,20,0
28110,0,80,5,2.733,0,10,1,11,10,1
28093,0,73,7,3.067,0,5,0,6,6,1
28084,0,64,12,3.85,2,11,0,10,11,0
28083,1,75,5,2.7,0,7,0,9,9,1
28080,0,81,5,2.733,0,14,1,5,15,0
28076,0,90,10,3.167,1,9,0,5,8,0
28049,0,60,16,2.967,0,4,0,13,9,1
28026,0,85,7,3.067,0,22,1,3,13,0
27953,0,71,13,2.9,0,6,0,13,15,1
27938,0,68,0,2.717,1,8,0,10,9,1
27914,0,80,7,3.383,3,15,1,8,11,0
27912,0,75,13,2.783,0,7,0,8,5,1
27906,0,84,12,2.4,0,6,0,5,1,1
27901,1,88,8,4.817,0,16,2,12,13,0
27888,0,70,9,3.4,1,8,2,11,8,0
27869,1,54,23,3.867,1,14,2,12,13,0
27839,0,85,10,2.95,1,16,2,3,12,0
27829,0,95,10,3.2,1,13,1,15,15,0
27823,0,78,4,3,0,6,1,7,7,0
27818,0,82,7,3.433,0,10,0,10,9,0
27792,1,74,0,2.85,2,7,0,5,5,0
27762,1,77,3,3.383,1,10,0,13,10,0
27754,1,70,8,3.133,0,9,0,9,9,0
27741,1,75,0,2.683,1,3,0,12,6,1
27732,0,84,11,2.717,1,5,1,9,3,1
27729,0,82,12,3.817,1,22,0,9,19,0
27684,0,68,9,2.85,0,8,1,9,12,1
27671,1,91,5,3.233,0,11,0,11,12,0
27670,0,86,18,4.483,0,19,1,14,15,1
27657,1,80,9,2.733,0,2,1,10,4,1
27652,0,57,1,2.917,0,7,0,10,9,1
27643,0,89,4,3.283,0,15,1,8,11,0
27631,0,84,13,3.35,1,12,0,10,9,1
27631,0,78,8,4.5,0,11,0,10,5,1
27631,1,71,12,3.083,1,8,0,7,3,0
27587,1,62,2,2.633,0,8,1,9,9,1
27573,1,72,0,5.417,0,20,2,15,22,0
27567,0,73,11,3.633,2,15,3,11,20,0
27565,0,73,0,3.533,1,12,2,8,14,0
27544,1,91,13,3.05,0,14,1,10,13,0
27539,0,74,0,2.8,1,5,0,8,5,1
27532,0,77,16,3.35,1,11,0,7,13,1
27531,0,85,5,2.567,1,6,1,12,9,1
27521,0,72,12,2.917,0,6,0,10,9,0
27510,1,69,7,2.683,0,7,1,6,9,1
27508,1,73,0,2.983,0,12,0,7,10,0
27483,0,72,14,2.633,3,4,0,12,11,1
27464,1,76,17,2.917,0,9,0,10,10,1
27461,1,62,7,3.5,0,11,2,8,7,0
27436,1,82,8,3.15,0,9,0,5,5,0
27414,0,78,0,3.05,0,14,1,9,17,0
27381,0,72,8,2.75,0,6,1,6,5,1
27376,0,70,5,3.033,1,5,0,6,8,1
27368,0,63,6,2.65,0,8,0,5,10,0
27358,0,92,17,3.933,1,10,0,3,3,0
27356,0,53,6,2.633,1,8,0,1,3,0
27322,1,72,1,2.917,0,11,3,7,9,0
27321,0,68,0,2.717,0,17,2,5,14,0
27318,0,84,13,2.85,0,7,0,15,12,1
27318,1,77,0,3.117,1,5,0,9,7,1
27292,0,88,15,2.967,0,12,2,11,13,1
27263,0,66,8,2.85,1,10,0,8,11,0
27258,0,81,6,2.917,0,7,0,12,9,1
27257,0,72,4,3,0,8,2,6,8,0
27236,0,86,10,3.467,0,10,2,9,13,0
27233,1,69,7,2.8,2,11,0,12,12,1
27217,1,72,0,2.567,0,5,1,4,6,0
27207,1,53,9,3.067,0,9,0,10,3,1
27201,0,80,6,3.333,1,9,0,7,7,1
27196,0,80,8,3.367,0,8,0,11,5,1
27166,0,58,17,3.233,1,6,0,9,7,1
27153,0,63,6,2.95,1,7,0,7,9,1
27134,0,88,6,3.083,1,14,0,10,12,0
27126,0,92,6,2.65,0,9,0,6,10,1
27121,0,80,4,3.217,2,9,0,11,12,1
27106,0,82,9,2.817,3,7,1,5,5,1
27074,0,75,9,2.9,0,8,1,4,7,0
27014,0,90,15,3.217,2,8,0,17,16,1
26985,1,81,2,2.933,0,5,2,11,7,0
26978,0,52,12,2.967,0,10,1,8,7,1
26970,0,79,0,3.167,1,9,0,13,14,0
26950,0,88,11,3.383,3,11,1,15,15,1
26945,1,74,11,2.933,0,14,0,7,14,0
26942,1,77,11,3.067,1,8,1,11,9,1
26934,0,60,2,2.033,0,7,1,8,9,1
26933,0,77,0,3.467,0,7,1,14,10,1
26932,1,70,5,3.067,0,11,1,9,6,0
26925,1,83,9,3.533,0,7,1,5,9,0
26889,0,67,5,3.133,0,10,1,9,14,1
26841,0,77,0,3.15,2,10,0,15,9,1
26788,0,81,3,3.317,0,9,1,6,8,0
26783,0,88,3,3.017,0,11,1,8,8,0
26744,1,73,8,2.933,1,13,1,7,8,0
26743,0,79,10,2.9,1,8,0,11,8,1
26702,1,80,13,3.017,0,6,1,10,8,1
26697,0,78,7,3.2,1,10,0,13,9,1
26696,1,75,19,2.883,0,7,0,9,5,1
26690,0,88,15,2.383,0,7,1,5,2,0
26672,0,79,6,3.467,1,15,0,6,8,0
26654,1,79,15,3.883,0,4,0,4,1,1
26637,0,76,7,3.75,1,14,0,9,11,0
26626,0,80,0,2.967,0,8,2,6,6,0
26613,1,69,13,3.167,2,11,0,11,11,0
26612,1,96,11,2.783,2,4,0,5,6,1
26607,1,83,10,3.183,1,6,0,6,5,0
26605,0,65,11,2.8,1,4,0,10,4,1
26574,1,87,4,2.4,0,2,0,6,6,1
26566,0,77,12,2.5,1,2,0,12,7,1
26553,0,87,8,3.317,4,16,1,10,12,0
26531,0,83,3,2.633,0,5,0,7,4,1
26520,0,94,10,3.367,0,8,1,12,9,1
26516,0,68,0,2.9,0,17,1,8,15,0
26492,0,99,9,5.383,0,12,1,10,13,0
26489,1,43,13,3.267,1,5,1,14,10,1
26458,0,73,0,2.983,0,9,0,16,14,1
26443,1,72,0,4.017,0,8,1,7,5,0
26437,1,72,10,2.817,0,11,1,9,13,0
26417,0,69,9,2.933,0,9,1,4,4,0
26400,0,76,11,3.167,1,12,1,12,9,1
26393,0,80,14,2.8,0,13,0,6,9,0
26367,0,64,12,2.317,0,4,0,7,3,0
26356,1,65,16,2.767,0,8,1,6,6,0
26330,1,91,4,2.783,0,8,1,10,11,1
26306,1,67,0,2.767,0,7,0,11,5,1
26297,1,86,3,3.417,0,14,2,12,18,0
26271,1,56,9,3.283,1,17,0,6,11,0
26206,0,69,13,2.933,0,10,2,6,13,0
26200,1,45,3,3.067,0,6,0,11,10,1
26199,0,84,16,3.283,2,15,1,13,19,0
26191,1,92,6,2.667,1,7,0,6,6,1
26178,0,76,0,3.35,0,8,0,9,10,1
26176,0,83,4,2.45,0,6,1,7,3,1
26171,1,77,0,3.783,1,9,0,9,9,0
26163,0,80,15,2.317,0,6,0,13,11,1
26160,0,89,3,2.2,1,13,0,4,9,0
26159,1,73,0,4.483,1,10,0,16,19,1
26158,1,77,8,3.05,1,8,0,12,11,1
26152,0,75,11,3,0,11,0,6,5,0
26125,0,84,17,2.783,0,7,0,7,5,1
26099,1,80,5,2.717,2,8,0,12,12,1
26087,0,77,0,3.783,0,12,0,7,7,1
26087,1,73,17,3.467,2,7,2,7,11,1
26080,0,74,13,3.967,0,13,1,11,11,1
26058,1,70,9,2.867,0,8,1,8,5,1
26053,0,71,7,3.433,2,8,0,12,15,1
26049,0,40,7,3.45,1,8,2,12,11,1
26014,0,90,11,3.083,0,7,0,4,8,0
26008,1,75,0,3.317,0,8,0,11,8,0
26006,0,76,4,3.45,0,13,0,18,15,1
26005,1,86,5,2.983,0,11,2,9,10,1
25960,1,77,8,3.033,0,19,2,13,22,0
25940,0,61,8,3.05,0,9,1,5,9,0
25932,1,77,14,4.033,0,4,1,13,5,1
25925,0,60,15,2.8,0,11,3,14,18,1
25918,0,86,11,3.6,1,15,0,10,15,0
25910,1,78,13,3.717,0,11,2,10,11,1
25886,0,74,9,2.7,1,7,0,14,11,1
25883,0,72,0,2.783,0,5,1,7,9,1
25852,0,73,0,2.65,1,8,0,6,9,1
25839,0,76,0,3.217,1,8,0,10,5,1
25830,1,71,10,2.65,2,6,0,11,8,1
25821,0,71,7,3.167,2,7,1,6,3,1
25811,1,85,4,3.333,0,6,1,10,9,1
25804,0,85,16,3.367,0,13,1,17,24,1
25796,0,86,9,3.367,1,12,0,8,7,0
25789,0,62,9,2.917,1,6,0,6,3,0
25776,1,86,10,3.233,1,13,1,12,18,0
25730,0,61,5,2.533,0,5,0,4,6,0
25714,0,79,14,3.4,1,14,1,14,24,1
25709,0,73,0,3.533,3,10,0,12,17,1
25696,0,66,19,3.017,0,4,0,16,12,1
25692,1,81,16,2.767,0,13,0,6,7,0
25651,0,76,7,2.367,0,5,0,8,4,0
25641,0,72,0,3.167,0,8,0,11,10,0
25618,0,73,0,2.967,4,11,1,8,7,1
25565,0,91,14,2.917,0,8,0,11,14,0
25564,1,70,7,3.033,1,9,2,10,8,1
25538,1,82,8,2.5,0,7,0,5,5,1
25530,0,73,3,3.067,0,8,0,7,5,0
25510,1,78,21,3.317,1,10,1,9,12,0
25503,0,70,9,3,0,9,1,12,7,1
25482,0,75,0,2.85,0,9,1,7,5,0
25477,0,73,4,2.783,0,11,3,6,9,0
25474,0,74,9,3.433,1,7,2,7,8,0
25458,1,74,10,3.383,1,7,0,11,9,0
25435,0,72,11,3.117,1,9,0,4,5,0
25413,0,82,7,2.767,1,5,0,8,9,1
25412,0,93,5,2.8,1,6,1,5,5,0
25383,1,63,1,2.55,0,5,0,12,10,1
25365,1,77,4,2.633,2,3,0,7,9,1
25347,0,83,8,3.15,0,9,0,12,9,1
25341,1,87,9,3.6,5,8,0,9,13,1
25323,0,68,0,2.733,0,7,0,7,3,0
25318,1,81,4,3.167,0,11,2,6,10,0
25308,1,85,4,3.867,0,13,1,11,22,1
25304,1,91,6,3.533,0,13,1,11,17,0
25298,0,80,11,2.933,1,9,0,7,2,0
25291,0,77,0,2.717,0,7,1,7,6,1
25272,0,89,10,3.017,0,10,1,6,9,0
25270,0,87,6,3.367,1,10,0,12,12,1
25269,1,86,13,3.2,0,6,1,12,5,1
25240,0,70,1,2.5,0,6,0,8,9,1
25237,1,63,9,2.917,2,10,1,6,9,0
25229,0,68,0,2.533,0,8,0,7,7,1
25221,1,75,9,3.117,0,12,1,8,18,0
25220,0,74,3,3,0,10,1,11,11,1
25215,0,58,10,2.9,2,8,0,11,12,1
25188,0,91,11,4.567,1,13,0,12,5,1
25182,0,59,11,2.933,0,11,0,6,9,0
25177,1,83,3,3.417,2,10,0,7,9,0
25139,1,65,7,2.65,2,6,1,2,1,1
25138,0,89,7,2.867,0,10,1,12,7,0
25133,1,76,12,3.05,0,7,0,5,5,0
25097,0,81,12,3.417,1,9,0,7,7,0
25094,1,56,8,2.9,0,16,0,8,11,0
25086,0,55,6,2.767,0,6,0,4,3,0
25078,1,71,9,3.083,0,13,2,5,8,0
25060,0,78,0,2.467,0,8,0,8,9,0
25041,0,73,0,3.133,0,8,1,12,12,1
25032,0,77,11,2.8,1,9,1,13,11,1
25015,0,70,12,2.633,0,9,0,5,5,0
25011,0,78,0,3.033,1,6,1,12,11,1
25008,0,73,7,3.467,2,13,0,11,13,0
25007,1,74,0,3,1,4,0,8,3,0
25004,1,76,0,2.833,0,6,0,5,3,0
25004,0,73,0,2.9,0,5,0,5,5,1
24993,1,75,0,2.85,1,2,0,8,3,1
24981,0,65,16,3.417,0,8,1,10,11,0
24938,0,89,13,2.133,0,7,0,8,3,0
24935,0,81,6,2.767,1,16,2,9,12,0
24935,0,92,9,3.317,1,18,0,6,13,0
24880,1,87,8,2.833,0,15,0,7,7,0
24859,0,79,0,2.867,1,10,0,9,10,0
24856,1,58,1,2.567,0,7,0,6,5,0
24851,0,73,1,3,1,10,0,6,7,0
24836,0,73,5,2.883,1,7,1,12,7,1
24824,0,59,20,3,2,11,0,5,11,0
24798,1,74,0,2.9,0,13,2,5,11,0
24790,1,69,5,2.917,0,6,0,14,7,1
24783,0,73,0,4.233,0,8,1,8,5,1
