latitude,temperature,salinity,ph,oxygen,enterococcus,quality
26.025014,30.5,32.4,8.13,5.94,0.99,1
25.930998,30.5,32.4,8.13,5.94,0.99,1
26.001124,30.5,32.4,8.13,5.94,0.99,1
26.0165,30.5,32.4,8.13,5.94,0.99,1
26.022352,30.5,32.4,8.13,5.94,0.99,1
26.058156,30.5,32.4,8.13,5.94,0.99,1
26.082873,30.5,32.4,8.13,5.94,0.99,1
25.721483,30.5,32.4,8.13,5.94,0.99,1
25.832737,30.5,32.4,8.13,5.94,0.99,1
25.922304,30.5,32.4,8.13,5.94,0.99,1
25.972378,30.5,32.4,8.13,5.94,0.99,1
26.013386,27.5,32.4,8.13,5.94,240,0
25.814849,27.5,32.4,8.13,5.94,115,1
26.025014,27.5,32.4,8.13,5.94,0.99,1
25.930998,27.5,32.4,8.13,5.94,0.99,1
26.001124,27.5,32.4,8.13,5.94,0.99,1
26.0165,27.5,32.4,8.13,5.94,230,0
26.022352,27.5,32.4,8.13,5.94,201,0
26.058156,27.5,32.4,8.13,5.94,0.99,1
26.082873,27.5,32.4,8.13,5.94,0.99,1
25.721483,27.5,32.4,8.13,5.94,83,1
25.832737,27.5,32.4,8.13,5.94,14,1
25.922304,27.5,32.4,8.13,5.94,0.99,1
25.972378,27.5,32.4,8.13,5.94,0.99,1
26.013386,28.5,33,8.13,5.94,41,1
25.814849,28.5,33,8.13,5.94,0.99,1
26.025014,28.5,32,8.13,5.94,0.99,1
25.930998,28.5,33,8.13,5.94,0.99,1
26.001124,28.5,32,8.13,5.94,10,1
26.0165,28.5,33,8.13,5.94,0.99,1
26.022352,28.5,32,8.13,5.94,0.99,1
26.058156,28.5,32,8.13,5.94,93,1
26.082873,28.5,33,8.13,5.94,0.99,1
25.721483,28.5,33,8.13,5.94,62,1
25.832737,28.5,33,8.13,5.94,41,1
25.922304,28.5,32,8.13,5.94,0.99,1
25.972378,28.5,32,8.13,5.94,0.99,1
26.013386,28.5,32,8.13,5.94,0.99,1
25.814849,28.5,33,8.13,5.94,0.99,1
26.025014,28.5,32,8.13,5.94,0.99,1
25.930998,28.5,32,8.13,5.94,0.99,1
26.001124,28.5,33,8.13,5.94,0.99,1
26.0165,28.5,32,8.13,5.94,0.99,1
26.022352,28.5,32,8.13,5.94,0.99,1
26.058156,28.5,33,8.13,5.94,0.99,1
26.082873,28.5,33,8.13,5.94,0.99,1
25.721483,28.5,32,8.13,5.94,0.99,1
25.832737,28.5,32,8.13,5.94,0.99,1
25.922304,28.5,33,8.13,5.94,0.99,1
25.972378,28.5,32,8.13,5.94,0.99,1
26.013386,27.5,32,7.3,6.01,0.99,1
25.814849,27.5,33,7.3,6.01,537,0
26.025014,27.5,32,7.3,6.01,0.99,1
25.930998,27.5,32,7.3,6.01,0.99,1
26.001124,27.5,33,7.3,6.01,0.99,1
26.0165,27.5,33,7.3,6.01,148,1
26.022352,27.5,32,7.3,6.01,0.99,1
26.058156,27.5,33,7.3,6.01,0.99,1
26.082873,27.5,32,7.3,6.01,0.99,1
25.721483,27.5,32,7.3,6.01,318,0
25.832737,27.5,32,7.3,6.01,437,0
25.922304,27.5,32,7.3,6.01,0.99,1
25.972378,27.5,33,7.3,6.01,0.99,1
26.013386,27.5,33,7.3,6.01,0.99,1
25.814849,27.5,33,7.3,6.01,0.99,1
26.025014,27.5,33,7.3,6.01,0.99,1
25.930998,27.5,32,7.3,6.01,0.99,1
26.001124,27.5,32,7.3,6.01,0.99,1
26.0165,27.5,32,7.3,6.01,0.99,1
26.022352,27.5,33,7.3,6.01,0.99,1
26.058156,27.5,32,7.3,6.01,0.99,1
26.082873,27.5,32,7.3,6.01,0.99,1
25.721483,27.5,32,7.3,6.01,0.99,1
25.832737,27.5,32,7.3,6.01,0.99,1
25.922304,27.5,32,7.3,6.01,0.99,1
25.972378,27.5,32,7.3,6.01,0.99,1
26.013386,27.5,32,7.3,6.01,0.99,1
25.814849,27.5,32,7.3,6.01,0.99,1
26.025014,27.5,32,7.3,6.01,0.99,1
25.930998,27.5,32,7.3,6.01,0.99,1
26.001124,27.5,32,7.3,6.01,0.99,1
26.0165,27.5,32,7.3,6.01,0.99,1
26.022352,27.5,32,7.3,6.01,0.99,1
26.058156,27.5,32,7.3,6.01,0.99,1
26.082873,27.5,32,7.3,6.01,0.99,1
25.721483,27.5,32,7.3,6.01,0.99,1
25.832737,27.5,32,7.3,6.01,0.99,1
25.922304,27.5,32,7.3,6.01,0.99,1
25.972378,27.5,32,7.3,6.01,0.99,1
26.013386,26.9,32,7.3,6.01,0.99,1
25.814849,26.9,33,7.3,6.01,550,0
26.025014,26.9,33,7.3,6.01,0.99,1
25.930998,26.9,32,7.3,6.01,0.99,1
26.001124,26.9,33,7.3,6.01,0.99,1
26.0165,26.9,32,7.3,6.01,0.99,1
26.022352,26.9,33,7.3,6.01,0.99,1
26.058156,26.9,33,7.3,6.01,0.99,1
26.082873,26.9,33,7.3,6.01,10112,0
25.972378,26.9,33,7.3,6.01,11070,0
25.721483,26.9,33,7.3,6.01,1392,0
25.832737,26.9,32,7.3,6.01,300,0
25.922304,26.9,32,7.3,6.01,0.99,1
26.013386,26.9,32,7.3,6.01,0.99,1
25.814849,26.9,33,7.3,6.01,0.99,1
26.025014,26.9,32,7.3,6.01,0.99,1
25.930998,26.9,32,7.3,6.01,0.99,1
26.001124,26.9,32,7.3,6.01,0.99,1
26.0165,26.9,32,7.3,6.01,0.99,1
26.022352,26.9,32,7.3,6.01,0.99,1
26.058156,26.9,32,7.3,6.01,0.99,1
26.082873,26.9,33,7.3,6.01,0.99,1
25.721483,26.9,32,7.3,6.01,0.99,1
25.832737,26.9,32,7.3,6.01,0.99,1
25.922304,26.9,32,7.3,6.01,0.99,1
25.972378,26.9,32,7.3,6.01,0.99,1
26.013386,26.2,36,7.26,6.12,0.99,1
25.814849,26.2,32,7.26,6.12,10,1
26.025014,26.2,32,7.26,6.12,0.99,1
26.001124,26.2,34,7.26,6.12,31,1
26.0165,26.2,34,7.26,6.12,0.99,1
26.022352,26.2,32,7.26,6.12,10,1
26.058156,26.2,30,7.26,6.12,0.99,1
26.082873,26.2,33,7.26,6.12,10,1
25.721483,26.2,32.5,7.26,6.12,63,1
25.832737,26.2,32.5,7.26,6.12,10,1
25.922304,26.2,34,7.26,6.12,147,1
25.972378,26.2,33,7.26,6.12,30,1
26.013386,26.2,32,7.26,6.12,0.99,1
25.814849,26.2,33,7.26,6.12,0.99,1
26.025014,26.2,32,7.26,6.12,0.99,1
25.930998,26.2,32,7.26,6.12,0.99,1
26.001124,26.2,32,7.26,6.12,0.99,1
26.0165,26.2,33,7.26,6.12,0.99,1
26.022352,26.2,32,7.26,6.12,0.99,1
26.058156,26.2,32,7.26,6.12,0.99,1
26.082873,26.2,32,7.26,6.12,0.99,1
25.721483,26.2,32,7.26,6.12,0.99,1
25.832737,26.2,32,7.26,6.12,0.99,1
25.922304,26.2,32,7.26,6.12,0.99,1
25.972378,26.2,33,7.26,6.12,0.99,1
26.013386,22.5,34,7.26,6.12,10,1
25.814849,22.5,34,7.26,6.12,10112,0
26.025014,22.5,32,7.26,6.12,0.99,1
25.930998,22.5,32,7.26,6.12,0.99,1
26.001124,22.5,32,7.26,6.12,0.99,1
26.0165,22.5,32,7.26,6.12,0.99,1
26.022352,22.5,32,7.26,6.12,0.99,1
26.058156,22.5,33,7.26,6.12,0.99,1
26.082873,22.5,34,7.26,6.12,0.99,1
25.721483,22.5,33,7.26,6.12,0.99,1
25.832737,22.5,32,7.26,6.12,0.99,1
25.922304,22.5,32,7.26,6.12,0.99,1
25.972378,22.5,31,7.26,6.12,0.99,1
26.013386,19,30,7.23,6.74,0.99,1
25.814849,19,31,7.23,6.74,0.99,1
26.025014,19,32,7.23,6.74,0.99,1
25.930998,19,32,7.23,6.74,0.99,1
26.001124,19,32,7.23,6.74,0.99,1
26.0165,19,32,7.23,6.74,0.99,1
26.022352,19,33,7.23,6.74,0.99,1
26.058156,19,32,7.23,6.74,0.99,1
26.082873,19,33,7.23,6.74,0.99,1
25.721483,19,32,7.23,6.74,0.99,1
25.832737,19,32,7.23,6.74,0.99,1
25.922304,19,34,7.23,6.74,0.99,1
25.972378,19,34,7.23,6.74,0.99,1
26.013386,19.5,32.5,7.23,6.74,3130,0
25.814849,19.5,32,7.23,6.74,0.99,1
26.025014,19.5,32,7.23,6.74,0.99,1
25.930998,19.5,32,7.23,6.74,0.99,1
26.001124,19.5,32,7.23,6.74,0.99,1
26.0165,19.5,33,7.23,6.74,1561,0
26.022352,19.5,32.5,7.23,6.74,0.99,1
26.058156,19.5,32,7.23,6.74,0.99,1
26.082873,19.5,31,7.23,6.74,0.99,1
25.721483,19.5,32,7.23,6.74,0.99,1
25.832737,19.5,33,7.23,6.74,0.99,1
25.922304,19.5,33,7.23,6.74,0.99,1
25.972378,19.5,32.5,7.23,6.74,0.99,1
25.930998,26.2,32,7.26,6.12,0.99,1
26.013386,20.81,33,7.58,6.08,917,0
25.814849,20.81,32.5,7.58,6.08,0.99,1
26.001124,20.81,32,7.58,6.08,0.99,1
26.0165,20.81,33,7.58,6.08,0.99,1
26.022352,20.81,33,7.58,6.08,1000,0
26.058156,20.81,32.5,7.58,6.08,408,0
26.082873,20.81,34,7.58,6.08,0.99,1
25.721483,20.81,32,7.58,6.08,0.99,1
25.972378,20.81,32,7.58,6.08,0.99,1
25.832737,20.81,33,7.58,6.08,0.99,1
25.922304,20.81,32.5,7.58,6.08,0.99,1
25.972378,20.81,32.5,7.58,6.08,0.99,1
26.013386,19,33,7.58,6.08,0.99,1
25.814849,17,33,7.58,6.08,31,1
26.001124,16,33,7.58,6.08,0.99,1
26.0165,18,33,7.58,6.08,0.99,1
26.022352,18,32,7.58,6.08,0.99,1
26.058156,18,33,7.58,6.08,0.99,1
26.082873,19,32,7.58,6.08,0.99,1
25.721483,17,32,7.58,6.08,0.99,1
25.972378,17,33,7.58,6.08,0.99,1
25.832737,18,33,7.58,6.08,0.99,1
25.922304,18,33,7.58,6.08,0.99,1
25.972378,17,33,7.58,6.08,41,1
26.013386,20,33,7.74,6.08,0.99,1
25.814849,17,32,7.74,6.08,0.99,1
26.001124,20,33,7.74,6.08,0.99,1
26.0165,21,32,7.74,6.08,0.99,1
26.022352,20,33,7.74,6.08,0.99,1
26.058156,20,33,7.74,6.08,0.99,1
26.082873,21,34,7.74,6.08,0.99,1
25.721483,15,32,7.74,6.08,0.99,1
25.972378,20,32,7.74,6.08,0.99,1
25.832737,20,33,7.74,6.08,0.99,1
25.922304,18,32,7.74,6.08,0.99,1
25.972378,18,32,7.74,6.08,0.99,1
26.013386,17,32,7.74,6.08,0.99,1
25.814849,16,33,7.74,6.08,0.99,1
26.001124,17,32,7.74,6.08,0.99,1
26.0165,18,32,7.74,6.08,0.99,1
26.022352,18,33,7.74,6.08,75,1
26.058156,18,32,7.74,6.08,74,1
26.082873,17,32,7.74,6.08,98,1
25.721483,16,33,7.74,6.08,0.99,1
25.972378,16,32,7.74,6.08,0.99,1
25.832737,17,33,7.74,6.08,0.99,1
25.922304,17,34,7.74,6.08,0.99,1
25.972378,17,33,7.74,6.08,0.99,1
26.013386,18,33,7.9,7.09,0.99,1
25.814849,17,33,7.9,7.09,0.99,1
26.001124,18,33,7.9,7.09,0.99,1
26.0165,18,32,7.9,7.09,0.99,1
26.022352,18,33,7.9,7.09,0.99,1
26.058156,18,32,7.9,7.09,0.99,1
26.082873,18,33,7.9,7.09,0.99,1
25.721483,17,32,7.9,7.09,0.99,1
25.972378,17,33,7.9,7.09,0.99,1
25.832737,18,32,7.9,7.09,0.99,1
25.972378,18,32,7.9,7.09,0.99,1
25.814849,18,32,7.9,7.09,0.99,1
26.001124,18,33,7.9,7.09,0.99,1
26.0165,18,33,7.9,7.09,0.99,1
26.022352,18,33,7.9,7.09,0.99,1
26.058156,18,33,7.9,7.09,0.99,1
26.082873,18,32,7.9,7.09,0.99,1
25.721483,18,33,7.9,7.09,0.99,1
25.972378,18,33,7.9,7.09,0.99,1
25.832737,18,32,7.9,7.09,0.99,1
25.922304,18,33,7.9,7.09,0.99,1
25.972378,18,34,7.9,7.09,0.99,1
26.013386,17,34,7.9,7.09,0.99,1
25.814849,16,32,7.9,7.09,0.99,1
26.001124,17,34,7.9,7.09,0.99,1
26.0165,17,32,7.9,7.09,0.99,1
26.022352,17,32,7.9,7.09,0.99,1
26.058156,17,32,7.9,7.09,0.99,1
26.082873,17,32,7.9,7.09,10,1
25.721483,16,32,7.9,7.09,0.99,1
25.972378,16,33,7.9,7.09,0.99,1
25.832737,16,32,7.9,7.09,0.99,1
25.922304,16,32,7.9,7.09,0.99,1
25.972378,16,34,7.9,7.09,10,1
26.013386,21.89,33.6,8.36,6.88,97,1
25.814849,21.57,33.8,8.39,7.31,10,1
26.001124,21.5,33.8,8.38,7.18,183,1
26.0165,21.76,33.9,8.38,7.05,94,1
26.022352,21.73,33.7,8.37,7.06,0.99,1
26.058156,21.78,33.9,8.38,7.07,52,1
26.082873,22.17,33.8,8.37,6.97,0.99,1
25.721483,22.25,33.6,8.34,6.95,256,0
25.972378,21,33.9,8.37,7.08,10,1
25.832737,21.85,33.9,8.38,7.2,548,0
25.922304,21.88,33.9,8.4,7.15,0.99,1
25.972378,21.63,33.9,8.38,7.13,0.99,1
26.013386,22.63,33.6,6.89,6.89,0.99,1
25.814849,22.93,34,8.31,8.31,0.99,1
26.001124,22.43,33.7,8.3,8.3,0.99,1
26.0165,22.37,33.8,6.9,6.9,0.99,1
26.022352,22.26,33.8,6.9,6.9,0.99,1
26.058156,21.71,33.8,6.89,6.89,0.99,1
26.082873,21.6,34,6.77,6.77,0.99,1
25.721483,21.52,33.7,8.08,8.08,0.99,1
25.972378,22.16,33.6,8.24,8.24,0.99,1
25.832737,22.34,33.9,8.29,8.29,0.99,1
25.922304,21.64,33.9,8.31,8.31,0.99,1
25.972378,22.34,34.1,8.28,8.28,0.99,1
26.013386,23.41,33.4,6.57,7.74,0.99,1
25.814849,23.67,34.3,6.59,6.68,0.99,1
26.001124,23.41,33.9,6.58,6.87,0.99,1
26.0165,23.7,34,6.58,6.72,0.99,1
26.022352,23.28,33.8,6.63,6.99,0.99,1
26.058156,23.53,34.2,6.62,6.94,0.99,1
26.082873,23.37,34.2,6.62,7.07,0.99,1
25.721483,22.7,34,6.26,5.91,0.99,1
25.972378,22.31,33.9,6.57,6.49,0.99,1
25.832737,22.74,34,6.6,6.72,0.99,1
25.922304,22.9,34.1,6.59,6.65,0.99,1
25.972378,23.18,34,6.58,6.87,0.99,1
26.013386,23.28,34.2,6.58,7.18,0.99,1
25.814849,23.88,34.1,6.55,6.84,0.99,1
26.001124,23.43,34.4,6.58,6.86,0.99,1
26.0165,23.45,34.3,6.6,6.88,0.99,1
26.022352,23.85,34.3,6.59,6.91,0.99,1
26.058156,23.28,34.5,6.6,7.15,0.99,1
26.082873,23.23,34.3,6.63,7.37,0.99,1
25.721483,23,34.3,6.55,7.05,0.99,1
25.972378,23.1,34.2,6.56,6.98,0.99,1
25.832737,23.04,34.2,6.58,6.99,0.99,1
25.922304,22.86,34.3,6.54,7.01,0.99,1
25.972378,23.21,34.2,6.58,6.8,0.99,1
26.013386,23.42,32.4,6.61,7.78,1510,0
25.814849,24.63,33.5,6.64,6.64,20,1
26.001124,23.9,33.7,6.58,6.92,10,1
26.0165,23.54,34,6.62,6.9,0.99,1
26.022352,23.64,34.1,6.61,6.81,10,1
26.058156,23.58,34.5,6.62,6.9,0.99,1
26.082873,24.02,33,6.36,7.79,0.99,1
25.721483,19.76,34.2,6.61,6.81,10,1
25.972378,21.77,34,6.58,6.8,31,1
25.832737,22.59,34,6.61,7.09,0.99,1
25.922304,21.83,30,6.49,7.53,10,1
25.972378,22.88,31,6.53,7.91,10,1
26.013386,23.84,34.2,6.45,6.25,20,1
25.814849,24.33,34.6,6.37,6.42,0.99,1
26.001124,24.16,34.5,6.47,6.73,0.99,1
26.0165,23.82,34.3,6.49,6.66,0.99,1
26.022352,23.76,34.6,6.47,6.8,0.99,1
26.058156,23.49,34.5,6.48,7.08,0.99,1
26.082873,23.29,34.6,6.48,7.33,0.99,1
25.721483,22.25,34.4,6.33,6.87,0.99,1
25.972378,23.22,34.4,6.37,6.87,0.99,1
25.832737,23.86,34.5,6.4,6.94,0.99,1
25.922304,23.95,34.4,6.44,6.85,0.99,1
25.972378,24.42,34.5,6.44,6.43,0.99,1
26.013386,25.52,33.7,6.46,6.8,0.99,1
25.814849,25.7,34.8,6.5,6.8,0.99,1
26.001124,25.49,34.5,6.48,6.8,0.99,1
26.0165,24.75,34.5,6.48,6.8,0.99,1
26.022352,24.83,34.4,6.53,6.8,0.99,1
26.058156,24.71,34.5,6.51,6.8,0.99,1
26.082873,24.91,34.7,6.52,6.8,0.99,1
25.721483,23.7,34.5,6.47,6.8,10,1
25.972378,23.26,34.4,6.47,6.8,0.99,1
25.832737,24.31,34.4,6.49,6.8,0.99,1
25.922304,24.23,34.2,6.53,6.8,0.99,1
25.972378,24.91,34.4,6.5,6.8,0.99,1
26.013386,24.09,34.4,6.68,8.52,10112,0
25.814849,26.12,34.7,6.74,6.6,10,1
26.001124,24.9,34.5,6.81,6.77,5335,0
26.0165,24.35,34.8,6.88,6.8,10112,0
26.022352,24.45,34.6,6.9,6.63,0.99,1
26.058156,24.93,34.7,6.7,7.11,0.99,1
26.082873,23.04,34.7,6.72,7.62,10,1
25.721483,22.22,34.5,6.62,6.51,10,1
25.972378,22.37,34.3,6.73,6.58,0.99,1
25.832737,23.92,34.6,6.73,7.02,0.99,1
25.922304,24.61,34.7,6.74,6.22,0.99,1
25.972378,24.52,34.8,6.78,6.4,0.99,1
26.013386,23.11,33.6,6.86,7.23,0.99,1
25.814849,26.24,34.8,6.79,6.61,0.99,1
26.001124,24.51,34.6,6.98,6.6,0.99,1
26.0165,23.55,34.4,6.78,6.59,0.99,1
26.022352,23.82,34.7,6.79,6.68,0.99,1
26.058156,23.81,34.5,6.79,6.87,0.99,1
26.082873,24.06,34.6,6.84,6.63,0.99,1
25.721483,23.04,34.3,6.62,6.59,0.99,1
25.972378,23.16,34.2,6.78,6.68,0.99,1
25.832737,23.87,34.4,6.8,6.08,0.99,1
25.922304,24.62,34.8,6.92,6.65,0.99,1
25.972378,24.21,34.6,7.02,6.44,0.99,1
26.013386,25.65,34.3,6.73,7.23,20,1
25.814849,26.79,34.9,6.65,6.57,0.99,1
26.001124,25.24,34.6,6.66,6.45,0.99,1
26.0165,25.67,34.6,6.68,6.61,10,1
26.022352,25.26,34.6,6.69,6.5,10,1
26.058156,25.14,34.7,6.65,6.66,0.99,1
26.082873,25.57,34.5,6.78,7.31,0.99,1
25.721483,24.78,34.7,6.69,6.49,0.99,1
25.972378,25.01,34.5,6.65,6.46,0.99,1
25.832737,25.99,34.7,6.71,6.56,0.99,1
25.922304,25.5,34.6,6.74,6.4,0.99,1
25.972378,25.05,34.8,6.7,6.11,0.99,1
26.013386,23.46,34.5,6.83,8.01,0.99,1
25.814849,24.8,34.7,6.66,7.37,0.99,1
26.001124,25.05,34.7,6.8,8.04,0.99,1
26.0165,24.4,34.7,6.85,8.48,0.99,1
26.022352,24.31,34.7,6.85,8.44,0.99,1
26.058156,25.26,35,6.79,7.98,0.99,1
26.082873,25.22,34.7,6.92,9.07,0.99,1
25.721483,22.63,34.7,6.79,6.82,0.99,1
25.972378,23.5,34.7,6.79,7.47,0.99,1
25.832737,23.82,34.6,6.8,8.09,0.99,1
25.922304,24.59,34.7,6.79,8.24,0.99,1
25.972378,25.01,34.7,6.79,7.76,0.99,1
26.013386,23.86,34.7,6.61,7.18,0.99,1
25.814849,27.76,34.7,6.64,6.3,0.99,1
26.001124,26.13,34.7,6.7,6.19,0.99,1
26.0165,23.91,34.7,6.69,6.94,0.99,1
26.022352,24.08,34.7,6.67,6.86,0.99,1
26.058156,25.56,34.7,6.66,7.03,0.99,1
26.082873,23.47,34.7,6.76,7.07,0.99,1
25.721483,24.83,34.7,6.62,6.17,0.99,1
25.972378,24.72,34.7,6.61,6.37,0.99,1
25.832737,23.91,34.7,6.62,6.24,0.99,1
25.922304,23.05,34.7,6.65,7.19,0.99,1
25.972378,26.26,34.7,6.66,6.27,0.99,1
26.013386,26.97,34.2,6.59,6.9,0.99,1
25.814849,28.82,35.2,6.68,6.34,0.99,1
26.001124,27.45,34.7,6.65,6.21,10,1
26.0165,26.29,34.7,6.68,6.53,0.99,1
26.022352,26.68,34.7,6.64,6.57,0.99,1
26.058156,26.3,34.9,6.67,6.64,0.99,1
26.082873,25.01,34.8,6.68,7.18,0.99,1
25.721483,25.47,34.9,6.6,5.64,0.99,1
25.972378,25.33,34.7,6.61,6.76,0.99,1
25.832737,24.18,34.8,6.58,6.62,0.99,1
25.922304,26.65,34.5,6.6,6.37,0.99,1
25.972378,27.8,34.7,6.64,6,0.99,1
26.013386,25.32,34.9,6.59,6.67,0.99,1
25.814849,25.31,34.9,6.66,6.98,0.99,1
26.001124,25.86,34.9,6.62,6.67,0.99,1
26.0165,26.47,34.9,6.64,6.53,0.99,1
26.022352,26.18,34.8,6.68,6.54,0.99,1
26.058156,25.93,34.9,6.7,6.76,0.99,1
26.082873,25.05,34.8,6.65,6.71,0.99,1
25.721483,25.34,34.9,6.58,7.03,0.99,1
25.972378,25.26,34.9,6.64,6.96,0.99,1
25.832737,25.1,34.9,6.72,6.57,0.99,1
25.922304,26.03,34.9,6.75,7,0.99,1
25.972378,26.87,34.9,6.67,6.33,0.99,1
26.013386,25.51,34.6,6.63,6.76,0.99,1
25.814849,29.65,35.2,6.79,6.53,0.99,1
26.001124,25.8,34.8,6.66,6.14,0.99,1
26.0165,25.01,34.8,6.75,6.54,0.99,1
26.022352,25.06,34.9,6.7,6.42,0.99,1
26.058156,25.63,34.8,6.7,6.64,0.99,1
26.082873,25.47,34.7,6.7,6.72,0.99,1
25.721483,23.18,34.9,6.77,6.06,0.99,1
25.972378,24.08,34.6,6.67,6.52,0.99,1
25.832737,26.62,34.9,6.71,6.29,0.99,1
25.922304,26.03,34.7,6.72,5.86,0.99,1
25.972378,25.62,34.9,6.65,6.25,0.99,1
26.013386,26.71,34.4,6.9,6.28,0.99,1
25.814849,30.05,35.5,7.1,6.21,0.99,1
26.001124,28.93,35.2,6.93,5.45,6586,0
26.0165,28.01,35.5,6.86,6.61,202,0
26.022352,27.87,35,6.88,6.45,0.99,1
26.058156,28.14,35.1,6.91,6.37,0.99,1
26.082873,28.53,35.3,7.01,6.32,1644,0
25.721483,27.16,35,6.64,6.2,0.99,1
25.972378,26.62,35.1,6.72,6.23,0.99,1
25.832737,27.1,35.1,6.91,5.64,0.99,1
25.922304,28.57,35.1,7.02,5.7,0.99,1
25.972378,28.98,35.4,7.01,5.81,0.99,1
26.013386,28.07,34.8,6.73,6.24,0.99,1
25.814849,30.25,35.5,6.63,6.35,0.99,1
26.001124,28.47,35.1,6.81,5.63,1904,0
26.0165,28.3,35,6.8,6.12,0.99,1
26.022352,28.3,35,6.8,6.08,0.99,1
26.058156,28.32,35.2,6.69,6.2,0.99,1
26.082873,27.74,35.2,6.68,6.24,1364,0
25.721483,27.05,35.2,6.7,6.15,0.99,1
25.972378,27.11,34.6,6.66,6.38,0.99,1
25.832737,28.05,35.2,6.74,5.73,0.99,1
25.922304,28.1,35.1,6.68,6.22,0.99,1
25.972378,28.7,35.3,6.58,6.16,20,1
26.013386,28.16,34.7,6.85,6.61,0.99,1
25.814849,29.67,35.2,6.79,6.27,0.99,1
26.001124,27.84,34.9,6.72,6.18,0.99,1
26.0165,28.92,35.1,6.92,6.15,0.99,1
26.022352,28.82,35.2,6.78,6.14,0.99,1
26.058156,28.88,35.2,6.73,6.22,0.99,1
26.082873,28.8,35.2,6.69,6.58,0.99,1
25.721483,27.01,34.7,6.76,5.9,0.99,1
25.972378,27.27,35,6.79,5.91,0.99,1
25.832737,28.15,34.9,6.73,6.25,0.99,1
25.922304,27.86,34.7,6.95,6.15,0.99,1
25.972378,28.48,35,6.67,5.99,0.99,1
26.013386,27.26,34.4,6.81,6.17,24196,0
25.814849,30.19,35.1,6.7,6.26,0.99,1
26.001124,28.07,35.1,6.71,6.15,24196,0
26.0165,27.66,35,6.85,6.23,24196,0
26.058156,27.91,35,6.71,6.24,0.99,1
26.022352,27.59,35,6.74,6.27,24196,0
26.082873,28.03,35,6.68,6.48,24196,0
25.922304,27.75,34.7,6.65,6.2,24196,0
25.721483,25.84,35,6.82,4.89,0.99,1
25.972378,26.19,34.8,6.72,6.46,0.99,1
25.832737,28.15,34.9,6.67,6.24,0.99,1
25.972378,28.42,35,6.66,6.21,0.99,1
26.013386,29.82,34.7,7.34,6.51,9603,0
25.814849,28.87,34.7,6.53,6.1,0.99,1
26.001124,29.72,35.1,7.03,5.63,0.99,1
26.0165,29.9,35,6.85,6.07,0.99,1
26.022352,29.94,35,6.9,5.82,0.99,1
26.058156,29.73,35.3,6.9,5.94,0.99,1
26.082873,29.81,35.3,7.03,5.96,0.99,1
25.721483,28.15,34.9,6.61,6.16,0.99,1
25.972378,28.63,35,6.76,6.18,0.99,1
25.832737,28.88,34.7,6.67,6.04,0.99,1
25.922304,30.36,34.9,7.17,5.69,0.99,1
25.972378,30.25,35.1,6.83,5.16,0.99,1
26.013386,29.5,31.2,6.89,6.09,0.99,1
25.814849,29.5,31.2,6.89,6.09,0.99,1
26.001124,29.5,31.2,6.89,6.09,0.99,1
26.0165,29.5,31.2,6.89,6.09,0.99,1
26.022352,29.5,31.2,6.89,6.09,0.99,1
26.058156,29.5,31.2,6.89,6.09,0.99,1
26.082873,29.5,31.2,6.89,6.09,0.99,1
25.721483,29.5,31.2,6.89,6.09,0.99,1
25.972378,29.5,31.2,6.89,6.09,0.99,1
25.832737,29.5,31.2,6.89,6.09,0.99,1
25.922304,29.5,31.2,6.89,6.09,0.99,1
25.972378,29.5,31.2,6.89,6.09,0.99,1
26.013386,29.69,35,7.02,6.02,0.99,1
25.814849,30.97,35.5,6.9,6.02,0.99,1
26.001124,29.51,35.5,6.91,5.44,0.99,1
26.0165,29.75,35.2,6.93,5.81,0.99,1
26.022352,29.99,35.5,6.94,5.9,0.99,1
26.058156,29.69,35.5,6.93,5.9,0.99,1
26.082873,29.79,35.4,6.88,6.59,0.99,1
25.721483,28.57,35.4,6.7,6.06,0.99,1
25.972378,28.33,35.1,6.87,5.47,0.99,1
25.832737,29.56,35.4,6.88,6.01,0.99,1
25.922304,29.17,35.4,6.87,5.92,0.99,1
25.972378,29.81,35.5,6.92,5.82,0.99,1
26.013386,28.79,34.9,6.73,6.66,0.99,1
25.814849,30.27,35.3,6.71,6.26,0.99,1
26.001124,28.53,35.2,6.73,6.04,0.99,1
26.0165,28.52,35.3,6.71,6.19,0.99,1
26.022352,28.39,35.4,6.71,6.21,0.99,1
26.058156,28.51,35.3,6.65,6.07,0.99,1
26.082873,28.7,35.3,6.72,6.45,0.99,1
25.721483,27.6,35.2,6.63,5.92,0.99,1
25.972378,27.99,35.3,6.76,6.19,0.99,1
25.832737,28.14,35.2,6.76,6.24,0.99,1
25.922304,28.14,35.2,6.86,5.89,0.99,1
25.972378,28.32,35.3,6.64,5.8,0.99,1
26.013386,29.38,35.2,7.29,6.27,0.99,1
25.814849,30.2,35.5,7.13,6.2,0.99,1
26.001124,29.24,35.4,7.09,5.58,0.99,1
26.0165,29.4,35.4,7.19,6.01,0.99,1
26.022352,29.35,35.4,7.08,5.98,0.99,1
26.058156,29.26,35.6,7.37,5.96,0.99,1
26.082873,29.26,35.6,9.42,5.79,0.99,1
25.721483,28.36,35.3,7.07,6.01,0.99,1
25.972378,28.47,35.4,7.13,6.19,0.99,1
25.832737,28.93,35.4,7.16,6.15,0.99,1
