latitude,temperature,salinity,ph,oxygen,enterococcus,quality
25.922304,29.42,35.5,7.3,5.71,0.99,1
25.972378,29.45,35.6,7.18,5.9,0.99,1
26.013386,29.6,35.5,6.75,6.1,0.99,1
25.814849,29.57,35.3,7.14,6.29,0.99,1
26.001124,29.45,35.7,6.77,5.96,0.99,1
26.0165,29.48,35.6,6.98,6.09,0.99,1
26.022352,29.43,35.7,6.81,6.11,0.99,1
26.058156,29.5,34.5,6.72,6.2,0.99,1
26.082873,29.45,35.2,6.71,6.22,0.99,1
25.721483,29.3,35.5,7.14,6.3,0.99,1
25.972378,29.33,35.5,6.76,6.27,0.99,1
25.832737,29.72,35.3,7.06,6.32,0.99,1
25.922304,29.48,35.5,6.67,6.16,0.99,1
25.972378,29.54,35.7,6.79,6.25,0.99,1
26.013386,28.54,35.2,6.7,6.45,10,1
25.814849,29.9,35.4,6.63,6.39,0.99,1
26.001124,27.67,35.6,6.79,6.26,0.99,1
26.0165,28.21,35.4,7.07,6.23,0.99,1
26.022352,28.44,35.8,6.76,6.28,0.99,1
26.058156,28.32,35.6,6.78,6.3,0.99,1
26.082873,28.75,35.5,6.85,6.3,10,1
25.721483,26.43,35.4,6.79,6.19,0.99,1
25.972378,26.92,35.1,6.81,6.38,0.99,1
25.832737,28.66,35.5,6.77,6.13,0.99,1
25.922304,28.08,35.5,6.73,6.52,0.99,1
25.972378,27.94,35.6,6.76,6.38,0.99,1
26.013386,29.43,34.7,7.1,6.41,30,1
25.814849,29.87,34.9,6.69,6.17,0.99,1
26.001124,28.48,35.2,8.68,6.01,0.99,1
26.0165,29.6,35,7.03,6.13,0.99,1
26.022352,29.35,35.1,6.96,6.21,0.99,1
26.058156,29.39,35.1,7.1,6.44,0.99,1
26.082873,29.36,35,7.03,6.69,10,1
25.721483,28.4,35,6.7,5.52,0.99,1
25.972378,27.96,34.9,6.68,6.24,0.99,1
25.832737,29.21,35,6.81,5.36,0.99,1
25.922304,28.26,34.5,7.19,6.17,0.99,1
25.972378,28.48,35.2,7.12,6.03,0.99,1
26.013386,27.89,35.5,7.25,6.35,0.99,1
25.814849,29.3,35.6,6.99,6.38,0.99,1
26.001124,27.25,35.6,9.94,6.1,0.99,1
26.0165,26.86,35.5,7.09,6.25,0.99,1
26.022352,27.28,35.7,7.17,6.27,0.99,1
26.058156,28.32,35.8,7.31,6.31,0.99,1
26.082873,28.32,35.8,7.31,6.31,0.99,1
25.721483,28.22,35.5,6.61,5.97,0.99,1
25.972378,27.98,35.8,7.05,6.45,0.99,1
25.832737,28.15,35.6,7.08,6.24,10,1
25.922304,27.84,35.6,7.3,6.43,0.99,1
25.972378,27.5,35.7,7.13,6.29,10,1
26.013386,28.06,35.5,7.23,6.53,0.99,1
25.814849,29.32,35.8,7.04,5.91,0.99,1
26.001124,27.68,35.8,7.01,5.9,0.99,1
26.0165,27.77,35.7,7.14,6.22,0.99,1
26.022352,27.51,36,7.11,6.15,10,1
26.058156,28.17,35.8,7.35,6.05,0.99,1
25.721483,28.37,35.6,6.76,5.8,10,1
25.972378,27.35,35.2,7.24,6.24,0.99,1
25.832737,27.98,35.6,7,6,0.99,1
25.922304,27.61,35.8,7.09,6.23,0.99,1
25.972378,27.82,35.8,7.26,6.08,0.99,1
26.013386,25.52,35.2,7.24,6.24,0.99,1
25.814849,25.7,35.8,7.04,5.91,0.99,1
26.001124,25.49,35.6,6.76,5.8,0.99,1
26.0165,24.75,35.8,7.04,5.91,0.99,1
26.022352,24.83,35.7,6.53,6.74,0.99,1
26.058156,24.71,35.8,6.51,6.77,0.99,1
25.721483,23.7,35.6,6.76,5.8,0.99,1
25.972378,23.26,35.2,7.24,6.24,0.99,1
25.832737,24.31,35.6,6.76,5.8,0.99,1
25.922304,24.23,35.2,7.24,6.24,0.99,1
25.972378,24.91,35.8,7.04,5.91,0.99,1
26.013386,23.09,35.1,7.22,7.18,0.99,1
25.814849,24.14,35.7,7.26,7.04,0.99,1
26.001124,23.67,35.6,7.1,6.82,0.99,1
26.0165,23.19,35.3,7.16,7.06,0.99,1
26.022352,23.55,35.4,7.2,6.87,0.99,1
26.058156,23.43,35.6,7.24,6.97,0.99,1
26.082873,23.18,35.7,7.39,7,0.99,1
25.721483,23.63,35.5,6.88,6.2,0.99,1
25.972378,23.04,35.6,7.27,7.03,0.99,1
25.832737,23.77,35.7,7.21,6.9,0.99,1
25.922304,23.36,35.7,7.04,6.61,0.99,1
25.972378,23.25,35.6,7.06,6.48,0.99,1
26.013386,21.14,34.9,7.35,6.74,0.99,1
25.814849,23.6,35.3,7.13,6.74,0.99,1
26.001124,21.04,34.9,7.33,6.47,0.99,1
26.0165,21.77,35,7.32,7.89,0.99,1
26.022352,22.3,34.5,7.34,5.56,0.99,1
26.058156,23.25,35.2,7.33,6.63,0.99,1
26.082873,23.25,35.2,7.39,6.49,0.99,1
25.721483,23.6,35.3,7.13,6.74,0.99,1
25.972378,23.6,35.3,7.13,6.74,0.99,1
25.832737,23.6,35.3,7.13,6.74,0.99,1
25.922304,23.6,35.3,7.13,6.74,0.99,1
25.972378,21.63,35,7.31,6.17,0.99,1
26.013386,19,32.5,7.58,6.08,0.99,1
25.814849,16.5,33.5,7.58,6.08,0.99,1
26.001124,19,32,7.58,6.08,10112,0
26.0165,19,32,7.58,6.08,0.99,1
26.022352,19,34.5,7.58,6.08,0.99,1
26.058156,19,33.5,7.58,6.08,0.99,1
26.082873,19,32,7.58,6.08,0.99,1
25.721483,16.5,33.5,7.58,6.08,0.99,1
25.972378,16.5,32.5,7.58,6.08,0.99,1
25.832737,17,32.5,7.58,6.08,0.99,1
25.922304,17,33.5,7.58,6.08,906,0
25.972378,17,33,7.58,6.08,0.99,1
26.013386,20,30,7.58,6.08,24196,0
25.814849,19,32,7.58,6.08,0.99,1
26.001124,18,32,7.58,6.08,0.99,1
26.0165,19,30,7.58,6.08,0.99,1
26.022352,19,32,7.58,6.08,0.99,1
26.058156,19,32,7.58,6.08,0.99,1
26.082873,19,32,7.58,6.08,24196,0
25.721483,19,32,7.58,6.08,24196,0
25.972378,17,33,7.58,6.08,24196,0
25.832737,18,32,7.58,6.08,0.99,1
25.922304,18.5,31,7.58,6.08,0.99,1
25.972378,18,34,7.58,6.08,0.99,1
26.013386,18,29,7.58,6.08,0.99,1
26.082873,19,31,7.58,6.08,24196,0
25.972378,16,31,7.58,6.08,0.99,1
25.721483,17,30,7.58,6.08,24196,0
26.013386,19,35.6,6.76,5.8,0.99,1
25.814849,17,32.5,7.74,6.08,0.99,1
26.001124,17,32,7.74,6.08,0.99,1
26.0165,18.5,35.2,7.24,6.24,0.99,1
26.022352,18.5,35.8,7.04,5.91,0.99,1
26.058156,19,35.6,7,6,0.99,1
26.082873,18,35.8,7.09,6.23,0.99,1
25.721483,17,32,7.74,6.08,0.99,1
25.972378,17,32.5,7.74,6.08,0.99,1
25.832737,17,31,7.74,6.08,0.99,1
25.922304,16,32,7.74,6.08,0.99,1
25.972378,18,32,7.74,6.08,0.99,1
26.013386,19,35.8,7.01,5.9,0.99,1
25.814849,18,35.5,7.23,6.53,0.99,1
26.001124,18,35.7,7.14,6.22,0.99,1
26.0165,18.5,35.5,7.23,6.53,0.99,1
26.022352,19,35.7,7.14,6.22,0.99,1
26.058156,18.5,32,7.14,6.22,0.99,1
26.082873,19,35.6,6.76,5.8,0.99,1
25.721483,17,35.8,7.26,6.08,0.99,1
25.972378,17,35.8,7.01,5.9,0.99,1
25.832737,18,35.7,7.14,6.22,0.99,1
25.922304,18,35.8,7.01,5.9,0.99,1
25.972378,18.5,35.5,7.23,6.53,0.99,1
26.013386,17,35.2,7.24,6.24,0.99,1
25.814849,17,31,7.04,5.91,0.99,1
26.001124,16,35.6,6.76,5.8,0.99,1
26.0165,17,35.8,7.04,5.91,0.99,1
26.022352,17,34,7.04,6.08,0.99,1
26.058156,17,32,7.04,6.08,0.99,1
26.082873,17,32,7.04,6.08,0.99,1
25.721483,16,35.2,7.24,6.24,0.99,1
25.972378,16,35.8,7.04,5.91,0.99,1
25.832737,17,35.6,6.76,5.8,0.99,1
25.922304,17,35.2,7.24,6.24,0.99,1
25.972378,17,35.8,7.04,5.91,0.99,1
26.013386,18,32.5,7.03,6.13,0.99,1
25.814849,17.5,35,6.81,5.36,0.99,1
26.001124,17,32,7.1,6.41,10,1
26.0165,18,32,6.96,6.21,0.99,1
26.022352,18,31,7.1,6.44,0.99,1
26.058156,19,30,7.03,6.69,6015,0
26.082873,18,34,7.03,7.09,8297,0
25.721483,17,30,6.68,6.24,906,0
25.972378,17,31,6.69,6.17,0.99,1
25.832737,17.5,32,7.19,6.17,0.99,1
25.922304,19,31,7.12,6.03,6015,0
25.972378,18,34,8.68,7.09,20,1
26.058156,19,32,7.03,7.09,0.99,1
26.082873,19,31,7.03,7.09,0.99,1
25.721483,18,32,7.03,7.09,0.99,1
25.922304,19,32,7.03,7.09,0.99,1
26.013386,19.5,32,6.69,7.09,0.99,1
25.814849,19,34.9,6.69,6.17,0.99,1
26.001124,19.5,32,6.69,7.09,0.99,1
26.0165,19.5,33.5,6.69,7.09,0.99,1
26.022352,19.5,34.9,6.68,6.24,0.99,1
26.058156,19.5,34.9,6.69,6.17,0.99,1
26.082873,19.5,35.8,7.01,5.9,0.99,1
25.721483,19,32,7.03,7.09,0.99,1
25.972378,19,34.9,6.68,6.24,0.99,1
25.832737,19,32,6.69,7.09,0.99,1
25.922304,19,32.5,6.69,7.09,0.99,1
25.972378,19,33,6.69,7.09,0.99,1
26.013386,18,33,7.9,7.09,0.99,1
25.814849,20.5,30,7.01,5.9,0.99,1
25.721483,20,30,7.23,6.53,0.99,1
25.972378,20,30,7.14,6.22,0.99,1
25.832737,20,30,7.23,6.53,0.99,1
25.922304,20,32,7.14,6.22,0.99,1
26.013386,20,32,7.01,5.9,0.99,1
25.814849,22,31,7.14,6.22,0.99,1
26.001124,21,31,7.14,6.22,0.99,1
26.0165,21,33,7.23,6.53,0.99,1
26.022352,21,30,7.14,6.22,0.99,1
26.058156,21,32,7.01,5.9,0.99,1
26.082873,21,32.5,7.23,6.53,0.99,1
25.721483,20,32,7.01,5.9,0.99,1
25.972378,20,31,7.23,6.53,0.99,1
25.832737,20.5,34,7.14,7.16,0.99,1
25.922304,21,32,7.01,5.9,0.99,1
25.972378,21,31,7.23,6.53,0.99,1
26.013386,22,32,7.19,6.17,0.99,1
25.814849,21.5,32,7.23,6.53,0.99,1
26.001124,21.5,30,6.81,5.36,0.99,1
26.0165,22,31,7.12,6.03,0.99,1
26.022352,21,32,8.68,7.16,0.99,1
26.058156,22,32,8.68,7.16,0.99,1
26.082873,22.5,32.5,8.68,7.16,0.99,1
25.721483,20,32,7.14,6.22,0.99,1
25.972378,20,31,7.01,5.9,0.99,1
25.832737,20,31,7.14,6.22,0.99,1
25.922304,21,30,7.01,5.9,0.99,1
25.972378,21,31,7.01,7.16,0.99,1
26.013386,21,34,8.68,7.16,0.99,1
25.814849,20,32.5,8.68,7.16,0.99,1
26.001124,21,32,8.68,7.16,0.99,1
26.0165,21.5,32,8.68,7.16,0.99,1
26.022352,24.5,34,8.68,7.16,0.99,1
26.058156,21,33,8.68,7.16,0.99,1
26.082873,22,34,8.68,7.16,0.99,1
25.721483,20,32,8.68,7.16,0.99,1
25.972378,19.5,32,8.68,7.16,0.99,1
25.832737,20,34,8.68,7.16,0.99,1
25.922304,21,32,8.68,7.16,0.99,1
25.972378,21,34,8.68,7.16,0.99,1
26.022352,23,30,7.13,7.16,0.99,1
25.922304,23,32,6.99,6.38,0.99,1
26.013386,23,33,7.13,6.29,0.99,1
25.814849,24,33,6.61,5.97,10112,0
26.001124,23,32,7.3,6.43,0.99,1
26.0165,22.5,32,7.13,7.16,0.99,1
26.058156,23,32,7.13,7.16,0.99,1
26.082873,23,32,7.13,7.16,0.99,1
25.721483,22,32.5,8.68,7.16,0.99,1
25.972378,21,32,7.03,6.69,0.99,1
25.832737,22.5,32.5,7.05,6.45,0.99,1
25.972378,22.5,33,7.08,6.24,0.99,1
26.013386,22.7,32.9,6.63,6.8,10112,0
25.814849,22.7,32.9,6.63,6.8,204,0
26.001124,22.7,32.9,6.63,6.8,0.99,1
26.0165,22.7,32.9,6.63,6.8,0.99,1
26.022352,22.7,32.9,6.63,6.8,0.99,1
26.058156,22.7,32.9,6.63,6.8,0.99,1
25.721483,22.7,32.9,6.63,6.8,0.99,1
25.972378,22.7,32.9,6.63,6.8,0.99,1
25.832737,22.7,32.9,6.63,6.8,0.99,1
26.082873,22.7,32.9,6.63,6.8,10112,0
25.922304,22.7,32.9,6.63,6.8,0.99,1
25.972378,22.7,32.9,6.63,6.8,0.99,1
26.013386,17.5,32.5,6.63,6.8,0.99,1
25.814849,17.5,32.5,6.63,6.8,0.99,1
26.001124,17.5,33,6.63,6.8,0.99,1
26.0165,17.5,33,6.63,6.8,0.99,1
26.022352,18,32.5,6.63,6.8,0.99,1
26.058156,17.5,33,6.63,6.8,0.99,1
26.082873,17.5,33.5,6.63,6.8,0.99,1
25.721483,17.5,33,6.63,6.8,0.99,1
25.972378,17.5,32.5,6.63,6.8,0.99,1
25.832737,17.5,33,6.63,6.8,0.99,1
25.922304,17.5,33,6.63,6.8,0.99,1
25.972378,17.5,33,6.63,6.8,0.99,1
26.013386,17.5,32,6.63,6.8,10112,0
25.814849,25,33,6.63,6.8,204,0
26.001124,17.5,33,6.63,6.8,0.99,1
26.0165,17.5,33,6.63,6.8,0.99,1
26.022352,17.5,33,6.63,6.8,0.99,1
26.058156,17.5,33,6.63,6.8,0.99,1
25.972378,23.5,31,6.63,6.8,0.99,1
25.832737,22.5,32,6.63,6.8,0.99,1
26.082873,17.5,33,6.63,6.8,10112,0
25.922304,23,32,6.63,6.8,0.99,1
25.721483,24,32,6.63,6.8,10112,0
25.972378,24,33,6.63,6.8,0.99,1
26.013386,18,33,6.63,6.8,0.99,1
25.814849,18,32,6.63,6.8,0.99,1
26.082873,18,33,6.63,6.8,0.99,1
25.721483,18,32.5,6.63,6.8,0.99,1
26.013386,21,32,6.63,6.8,0.99,1
25.814849,24,31,6.63,6.8,94,1
26.001124,22,33,6.63,6.8,0.99,1
26.0165,22,31,6.63,6.8,0.99,1
26.022352,22,31,6.63,6.8,0.99,1
26.058156,22,32.5,6.63,6.8,0.99,1
26.082873,22,32,6.63,6.8,0.99,1
25.721483,21,32,6.63,6.8,0.99,1
25.972378,19,30,6.63,6.8,0.99,1
25.832737,22,32,6.63,6.8,0.99,1
25.922304,22,31,6.63,6.8,0.99,1
25.972378,21,32,6.63,6.8,0.99,1
26.013386,24,32,6.63,6.8,0.99,1
25.814849,26,32,6.63,6.8,0.99,1
26.082873,23.5,31,6.63,6.8,0.99,1
25.721483,23,32.5,6.63,6.8,0.99,1
26.013386,23,31,6.7,6.9,0.99,1
25.814849,22,32.5,6.7,6.9,0.99,1
26.001124,22,32,6.7,6.9,0.99,1
26.0165,23,32,6.7,6.9,0.99,1
26.022352,22,32.5,6.7,6.9,0.99,1
26.058156,23,32.5,6.7,6.9,0.99,1
26.082873,22,33,6.7,6.9,0.99,1
25.721483,22,33,6.7,6.9,0.99,1
25.972378,22,32,6.7,6.9,0.99,1
25.832737,23,32,6.7,6.9,0.99,1
25.922304,22,33,6.7,6.9,0.99,1
25.972378,22,32,6.7,6.9,0.99,1
26.013386,23,33,6.7,6.9,0.99,1
25.814849,20.5,32,6.7,6.9,0.99,1
26.001124,23,32,6.7,6.9,0.99,1
26.0165,23,32.5,6.7,6.9,0.99,1
26.022352,23,32,6.7,6.9,0.99,1
26.058156,23.5,32,6.7,6.9,0.99,1
26.082873,19.5,31,6.7,6.9,24,1
25.721483,21,33,6.7,6.9,0.99,1
25.972378,21,32.5,6.7,6.9,0.99,1
25.832737,21,32,6.7,6.9,0.99,1
25.922304,21,33,6.7,6.9,0.99,1
25.972378,22.5,33,6.7,6.9,0.99,1
26.013386,25,31,6.7,6.9,4569,0
25.814849,25,32,6.7,6.9,10112,0
26.001124,24,31,6.7,6.9,10112,0
26.0165,26,32,6.7,6.9,0.99,1
26.022352,24,34,6.7,6.9,0.99,1
26.058156,25,33,6.7,6.9,0.99,1
26.082873,25,32.5,6.7,6.9,0.99,1
25.721483,23.5,32.5,6.7,6.9,0.99,1
25.972378,23.5,32,6.7,6.9,0.99,1
25.832737,24,32.5,6.7,6.9,0.99,1
25.922304,24,32,6.7,6.9,636,0
25.972378,24,32.5,6.7,6.9,0.99,1
26.013386,25,33,6.7,6.9,10112,0
25.814849,25.5,32,6.7,6.9,0.99,1
26.001124,25,32,6.7,6.9,0.99,1
25.922304,25,32.5,6.7,6.9,0.99,1
25.972378,25,32,6.7,6.9,0.99,1
26.013386,24,32,6.7,6.9,0.99,1
25.814849,24,32.5,6.7,6.9,0.99,1
26.001124,24.5,32,6.7,6.9,0.99,1
26.0165,25,33,6.7,6.9,0.99,1
26.022352,25,32.5,6.7,6.9,0.99,1
26.058156,25,32.5,6.7,6.9,0.99,1
26.082873,25,32.5,6.7,6.9,0.99,1
25.721483,24,33,6.7,6.9,0.99,1
25.972378,24,33,6.7,6.9,0.99,1
25.832737,24,33,6.7,6.9,0.99,1
25.922304,24.5,33,6.7,6.9,0.99,1
25.972378,24.5,32.5,6.7,6.9,0.99,1
26.013386,24,32.5,6.7,6.9,0.99,1
25.814849,24.5,33,6.7,6.9,0.99,1
26.001124,24,33,6.7,6.9,0.99,1
26.0165,24,32.5,6.7,6.9,0.99,1
26.022352,23.5,33,6.7,6.9,0.99,1
26.058156,23.5,34,6.7,6.9,0.99,1
26.082873,23.5,33,6.7,6.9,0.99,1
25.832737,24.5,33,6.7,6.9,0.99,1
25.972378,24,33,6.7,6.9,0.99,1
26.013386,26,32.5,6.74,6.33,0.99,1
25.814849,26,32,6.74,6.33,0.99,1
26.001124,26,33,6.74,6.33,0.99,1
26.0165,26,32,6.74,6.33,0.99,1
26.022352,26,32.5,6.74,6.33,0.99,1
26.058156,26.5,32.5,6.74,6.33,0.99,1
26.082873,26.5,33,6.74,6.33,0.99,1
25.721483,26,32,6.74,6.33,0.99,1
25.972378,26,32,6.74,6.33,0.99,1
25.832737,26,32,6.74,6.33,0.99,1
25.922304,26,31,6.74,6.33,0.99,1
25.972378,26,32.5,6.74,6.33,0.99,1
26.013386,27,32.5,6.74,6.33,0.99,1
25.814849,28,34,6.74,6.33,0.99,1
26.001124,26,32,6.74,6.33,0.99,1
26.0165,27,33,6.74,6.33,0.99,1
26.022352,27,32,6.74,6.33,0.99,1
26.058156,27,32,6.74,6.33,0.99,1
26.082873,27.5,32,6.74,6.33,0.99,1
25.721483,26,32,6.74,6.33,0.99,1
25.972378,26.5,32,6.74,6.33,0.99,1
25.832737,26,32,6.74,6.33,0.99,1
25.922304,26,32,6.74,6.33,0.99,1
25.972378,26.5,33,6.74,6.33,0.99,1
26.013386,27.5,32.5,6.74,6.33,0.99,1
25.814849,27,32,6.74,6.33,0.99,1
26.001124,27.5,32,6.74,6.33,0.99,1
26.0165,27.5,32,6.74,6.33,0.99,1
26.022352,28,33,6.74,6.33,0.99,1
26.058156,28,34,6.74,6.33,0.99,1
26.082873,28,33,6.74,6.33,0.99,1
25.721483,27,32.5,6.74,6.33,0.99,1
25.972378,27,33,6.74,6.33,0.99,1
25.832737,27,32,6.74,6.33,0.99,1
25.922304,27,32,6.74,6.33,0.99,1
25.972378,27,32.5,6.74,6.33,0.99,1
26.013386,29,32,6.74,6.33,98,1
25.814849,28,32,6.74,6.33,663,0
26.001124,29,32,6.74,6.33,0.99,1
26.0165,29,34,6.74,6.33,0.99,1
26.022352,28,32,6.74,6.33,41,1
26.058156,28,32,6.74,6.33,0.99,1
26.082873,28,32,6.74,6.33,0.99,1
25.721483,27,32,6.74,6.33,0.99,1
25.972378,27,34,6.74,6.33,0.99,1
25.832737,27,32,6.74,6.33,0.99,1
25.922304,28,32,6.74,6.33,0.99,1
25.972378,29,33,6.74,6.33,0.99,1
26.013386,34,32,6.82,6.09,1246,0
25.814849,33,31,6.82,6.09,1246,0
26.001124,34,33,6.82,6.09,0.99,1
26.0165,34,33,6.82,6.09,0.99,1
26.022352,34,32,6.82,6.09,0.99,1
26.058156,34,31,6.82,6.09,0.99,1
26.082873,34,33,6.82,6.09,0.99,1
25.721483,33,33,6.82,6.09,0.99,1
25.972378,33,32,6.82,6.09,0.99,1
25.832737,33,32,6.82,6.09,0.99,1
25.922304,33,33,6.82,6.09,0.99,1
25.972378,34,32,6.82,6.09,0.99,1
26.013386,33,33,6.82,6.09,0.99,1
25.814849,33,32,6.82,6.09,0.99,1
26.001124,33,32,6.82,6.09,0.99,1
26.0165,33,33,6.82,6.09,0.99,1
26.022352,33,33,6.82,6.09,0.99,1
26.058156,34,34,6.82,6.09,0.99,1
26.082873,34,32,6.82,6.09,0.99,1
25.721483,33,32,6.82,6.09,0.99,1
25.972378,33,33,6.82,6.09,0.99,1
25.832737,33,33,6.82,6.09,0.99,1
25.922304,33,32,6.82,6.09,0.99,1
25.972378,33,32,6.82,6.09,0.99,1
26.013386,34,33.5,6.82,6.09,0.99,1
25.814849,34,33,6.82,6.09,0.99,1
26.001124,34,32.5,6.82,6.09,0.99,1
26.0165,34,33,6.82,6.09,0.99,1
26.022352,34,32,6.82,6.09,0.99,1
26.058156,34,33.5,6.82,6.09,1354,0
26.082873,34,34,6.82,6.09,449,0
25.721483,34,32,6.82,6.09,0.99,1
25.972378,34,32,6.82,6.09,0.99,1
25.832737,34,33,6.82,6.09,0.99,1
25.922304,34,32,6.82,6.09,0.99,1
25.972378,34,32.5,6.82,6.09,0.99,1
26.013386,32,32.5,6.82,6.09,0.99,1
25.814849,32,32,6.82,6.09,0.99,1
26.001124,32,33,6.82,6.09,0.99,1
26.0165,32,32,6.82,6.09,0.99,1
26.022352,32,32,6.82,6.09,0.99,1
26.058156,32,34,6.82,6.09,0.99,1
26.082873,32,33,6.82,6.09,0.99,1
25.832737,32,32,6.82,6.09,0.99,1
25.922304,32,33,6.82,6.09,0.99,1
25.972378,32,32.5,6.82,6.09,0.99,1
26.013386,30,32.5,6.96,5.94,0.99,1
25.814849,30,32.5,6.96,5.94,0.99,1
26.001124,30,33,6.96,5.94,0.99,1
26.0165,30,33,6.96,5.94,0.99,1
26.022352,30,32.5,6.96,5.94,0.99,1
26.058156,30,33,6.96,5.94,0.99,1
26.082873,30,32.5,6.96,5.94,0.99,1
25.721483,30,33,6.96,5.94,0.99,1
25.972378,30,33.5,6.96,5.94,0.99,1
25.832737,30,32.5,6.96,5.94,0.99,1
25.922304,30,31,6.96,5.94,0.99,1
25.972378,30,32.5,6.96,5.94,0.99,1
26.013386,32,32,6.96,5.94,983,0
25.814849,32,32.5,6.96,5.94,983,0
26.001124,32,32,6.96,5.94,0.99,1
26.0165,32,33,6.96,5.94,0.99,1
26.022352,32,34,6.96,5.94,0.99,1
26.058156,32,32,6.96,5.94,0.99,1
26.082873,32,33,6.96,5.94,0.99,1
25.721483,32,32.5,6.96,5.94,0.99,1
25.972378,32,33,6.96,5.94,0.99,1
25.832737,32,33,6.96,5.94,0.99,1
25.922304,32,34,6.96,5.94,0.99,1
25.972378,32,32,6.96,5.94,0.99,1
26.013386,33,32.5,6.96,5.94,0.99,1
25.814849,33,32,6.96,5.94,0.99,1
26.001124,33,32.5,6.96,5.94,0.99,1
26.0165,33,33,6.96,5.94,82,1
26.022352,33,32.5,6.96,5.94,0.99,1
26.058156,33,33,6.96,5.94,0.99,1
26.082873,33,32.5,6.96,5.94,0.99,1
25.721483,33,32.5,6.96,5.94,0.99,1
25.972378,33,33,6.96,5.94,0.99,1
25.832737,33,32.5,6.96,5.94,0.99,1
25.922304,33,32,6.96,5.94,0.99,1
25.972378,33,33,6.96,5.94,0.99,1
26.013386,34,32.5,6.96,5.94,0.99,1
25.814849,34,32,6.96,5.94,0.99,1
26.001124,34,33.5,6.96,5.94,0.99,1
26.0165,34,31.5,6.96,5.94,0.99,1
26.022352,34,32,6.96,5.94,0.99,1
26.058156,34,32,6.96,5.94,0.99,1
26.082873,34,33,6.96,5.94,0.99,1
25.721483,34,34,6.96,5.94,0.99,1
25.972378,34,34,6.96,5.94,0.99,1
25.832737,34,33,6.96,5.94,0.99,1
25.922304,34,32.5,6.96,5.94,61,1
25.972378,34,32.5,6.96,5.94,0.99,1
26.013386,32,32.5,7.35,6.01,0.99,1
25.814849,32,32,7.35,6.01,675,0
26.001124,32,33,7.35,6.01,0.99,1
26.0165,32,34,7.35,6.01,0.99,1
26.022352,32,34,7.35,6.01,0.99,1
26.058156,32,32.5,7.35,6.01,0.99,1
26.082873,32,33,7.35,6.01,0.99,1
25.721483,32,33.5,7.35,6.01,0.99,1
25.972378,32,32,7.35,6.01,0.99,1
25.832737,32,33,7.35,6.01,0.99,1
25.922304,32,33.5,7.35,6.01,0.99,1
25.972378,32,32.5,7.35,6.01,0.99,1
26.013386,30,33,7.35,6.01,20,1
25.814849,30,32.5,7.35,6.01,0.99,1
26.001124,30,32,7.35,6.01,0.99,1
26.0165,30,32.5,7.35,6.01,0.99,1
26.022352,30,31,7.35,6.01,0.99,1
26.058156,30,32,7.35,6.01,0.99,1
26.082873,30,34,7.35,6.01,543,0
25.721483,30,31,7.35,6.01,0.99,1
25.972378,30,32,7.35,6.01,20,1
25.832737,30,33.5,7.35,6.01,0.99,1
25.922304,30,32.5,7.35,6.01,0.99,1
25.972378,30,33,7.35,6.01,0.99,1
26.013386,29,32.5,7.35,6.01,395,0
25.814849,29,32.5,7.35,6.01,0.99,1
26.001124,29,33,7.35,6.01,0.99,1
26.0165,29,31,7.35,6.01,0.99,1
26.022352,29,33,7.35,6.01,0.99,1
26.058156,29,32.5,7.35,6.01,272,0
26.082873,29,33,7.35,6.01,0.99,1
25.721483,29,33,7.35,6.01,0.99,1
25.972378,29,32,7.35,6.01,0.99,1
25.832737,29,31.5,7.35,6.01,0.99,1
25.922304,29,32,7.35,6.01,0.99,1
25.972378,29,32,7.35,6.01,0.99,1
26.013386,29,34,7.35,6.01,0.99,1
25.814849,29,32.5,7.35,6.01,0.99,1
26.001124,29,34,7.35,6.01,0.99,1
26.0165,29,32.5,7.35,6.01,0.99,1
26.022352,29,33,7.35,6.01,0.99,1
26.058156,29,32.5,7.35,6.01,0.99,1
26.082873,29,33,7.35,6.01,0.99,1
25.721483,29,32,7.35,6.01,0.99,1
25.972378,29,33,7.35,6.01,0.99,1
25.832737,29,31,7.35,6.01,0.99,1
25.922304,29,32,7.35,6.01,0.99,1
25.972378,29,33,7.35,6.01,0.99,1
26.013386,27,32.5,6.92,6.12,0.99,1
25.814849,27,32.5,6.92,6.12,0.99,1
26.001124,27,33,6.92,6.12,0.99,1
26.0165,27,32,6.92,6.12,20,1
26.022352,27,31,6.92,6.12,41,1
26.058156,27,32.5,6.92,6.12,0.99,1
26.082873,27,33,6.92,6.12,0.99,1
25.721483,27,31,6.92,6.12,0.99,1
25.972378,27,32.5,6.92,6.12,0.99,1
25.832737,27,33,6.92,6.12,0.99,1
25.922304,27,34,6.92,6.12,0.99,1
25.972378,27,32,6.92,6.12,0.99,1
26.013386,27,32.5,6.92,6.12,0.99,1
25.814849,27,33,6.92,6.12,0.99,1
26.001124,27,32,6.92,6.12,0.99,1
26.0165,27,31,6.92,6.12,0.99,1
26.022352,27,33,6.92,6.12,0.99,1
26.058156,27,32.5,6.92,6.12,0.99,1
26.082873,27,33,6.92,6.12,0.99,1
25.721483,27,32.5,6.92,6.12,0.99,1
25.972378,27,32,6.92,6.12,0.99,1
25.832737,27,32.5,6.92,6.12,0.99,1
25.922304,27,31,6.92,6.12,0.99,1
25.972378,27,33,6.92,6.12,0.99,1
26.013386,19,31,7.21,6.74,0.99,1
25.814849,19,33,7.21,6.74,0.99,1
